provnum	network	facname	phyaddr1	phyaddr2	phycity	phystate	phyzip	phonenum	shift	chainyn	chainnam	owntype	certdate	totstas	HD	PD	homehd	PURR_F	urrg65_f	URRG65_C	urrg65_u	urrg65_s	hgbrd_f	Hgbl10_f	Hgbl10_c	Hgbg12_f	Hgbg12_c	hgbl10_u	hgbl10_s	hgbg12_u	hgbg12_s	dateurhg	PTSURV_F	PTSURV_C	ptsurvu1	ptsurvu2	ptsurvu3	ptsurvs1	ptsurvs2	ptsurvs3	DATESMR	CNTYNAME
492660	05	JEFFERSON AVENUE DIALYSIS	11234 JEFFERSON AVE		NEWPORT NEWS	VA	23601	7575956167	N	Y	DAVITA	1	09SEP2010	12	N	Y	N			201	97	96			201		201	3	3	11	9	2010		199	437	4174	552	6	100	26	2007-2010	NEWPORT NEWS CITY
492661	05	FMC - KING GEORGE	10344 INDIANTOWN RD		KING GEORGE	VA	22485	5407757279	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	02FEB2011	17	Y	N	N			258	97	96			258		258	3	3	11	9	2010		258	437	4174	552	6	100	26	2007-2010	KING GEORGE
492662	05	LIBERTY DIALYSIS - SOUTH HILL	300 E FERRELL ST		SOUTH HILL	VA	23970	4344474141	N	N	INDEPENDENT	1	01FEB2011	14	Y	N	N			258	97	96			258		258	3	3	11	9	2010		258	437	4174	552	6	100	26	2007-2010	MECKLENBURG
493301	05	CHILDRENS HOSPITAL OF KINGS DAUGHTERS	PEDIATRIC DIALYSIS CTR	601 CHILDRENS LN	NORFOLK	VA	23507	7576688151	N	N	INDEPENDENT	2	01JUL1991	8	Y	Y	N			199	97	96			199		199	3	3	11	9	2010		199	437	4174	552	6	100	26	2007-2010	NORFOLK CITY
493504	05	FAIRFAX HOSPITAL FOR CHILDREN	PEDIATRIC KIDNEY CENTER	8505 ARLINGTON BLVD STE 100	FAIRFAX	VA	22031	7039702600	N	N	INDEPENDENT	2	01JUN1994	0	N	Y	N			256	97	96			201		201	3	3	11	9	2010		199	437	4174	552	6	100	26	2007-2010	FAIRFAX CITY
493505	05	ZIONS CROSS ROAD DIALYSIS	75 CIRCLE POINTE DR		GORDONSVILLE	VA	22942	4349249009	Y	N	STATE OWNED	2	05JUN1997	12	Y	N	N		98	001	97	96		2	001	12	001	3	3	11	9	2010	2	001	437	4174	552	6	100	26	2007-2010	ORANGE
493507	05	ORANGE DIALYSIS FACILITY	661 UNIVERSITY LANE    STE E		ORANGE	VA	22960	5406613011	N	N	STATE OWNED	2	03MAY1999	12	Y	N	N		97	001	97	96		5	001	5	001	3	3	11	9	2010	2	001	437	4174	552	6	100	26	2007-2010	ORANGE
493509	05	UVA AUGUSTA DIALYSIS	70 MEDICAL CENTER CIRCLE	STE 105	FISHERSVILLE	VA	22939	5403325970	Y	N	STATE OWNED	2	15MAY2000	16	Y	N	N		97	001	97	96		4	001	8	001	3	3	11	9	2010	1	001	437	4174	552	6	100	26	2007-2010	AUGUSTA
493511	05	UVA PAGE DIALYSIS	235 MEDICAL CENTER DRIVE		STANLEY	VA	22851	5407783484	N	N	STATE OWNED	2	28MAY2003	12	Y	N	N		95	001	97	96		0	001	29	001	3	3	11	9	2010	2	001	437	4174	552	6	100	26	2007-2010	PAGE
493512	05	UVA AMHERST DIALYSIS	143 AMBRIAR SHOPPING CENTER		AMHERST	VA	24521	4349460089	Y	N	STATE OWNED	2	03NOV2004	26	Y	N	N		90	001	97	96		6	001	9	001	3	3	11	9	2010	2	001	437	4174	552	6	100	26	2007-2010	AMHERST
493513	05	UVA LYNCHBURG DIALYSIS	103 CLIFTON ST		LYNCHBURG	VA	24501	4344557100	Y	N	STATE OWNED	2	08NOV2004	46	Y	Y	Y		93	001	97	96		2	001	15	001	3	3	11	9	2010	1	001	437	4174	552	6	100	26	2007-2010	LYNCHBURG CITY
493514	05	UVA ALTAVISTA DIALYSIS	701 5TH STREET    STE 102		ALTAVISTA	VA	24517	4343091128	Y	N	STATE OWNED	2	26MAR2008	15	Y	N	N		96	001	97	96		1	001	9	001	3	3	11	9	2010	1	001	437	4174	552	6	100	26	2007-2010	CAMPBELL
500016	16	CENTRAL WASHINGTON HOSPITAL DIALYSIS CENTER	116 OLDS STATION RD		WENATCHEE	WA	98801	5096656149	Y	N	INDEPENDENT	2	01SEP1977	22	Y	Y	N		100	001	97	97		5	001	23	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	CHELAN
500041	16	PEACEHEALTH DIALYSIS CENTER	600 N BROADWAY		LONGVIEW	WA	98632	3604142200	Y	N	INDEPENDENT	2	24SEP1985	22	Y	Y	N		98	001	97	97		0	001	7	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	COWLITZ
500057	16	TRI-STATE MEMORIAL HOSPITAL INC DIALYSIS UNIT	1221 HIGHLAND		CLARKSTON	WA	99403	5097584656	Y	N	INDEPENDENT	2	11MAR1988	12	Y	Y	Y		100	001	97	97		6	001	8	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	ASOTIN
500108	16	ST JOSEPH MEDICAL CENTER NEPHROLOGY SERVICES	1717 SOUTH "J" STREET		TACOMA	WA	98401	2534266688	Y	Y	REGIONAL-FRANCISCAN HEALTH SYSTEM WEST	2	01SEP1976	50	Y	Y	Y		100	001	97	97		4	001	15	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	PIERCE
502500	16	NKC SEATTLE KIDNEY CENTER	548 15TH AVE		SEATTLE	WA	98122	2067203940	Y	Y	REGIONAL-NORTHWEST KIDNEY CENTERS	2	01SEP1977	38	Y	Y	Y		92	001	97	97		4	001	17	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KING
502501	16	MT BAKER KIDNEY CENTER	410 BIRCHWOOD  SUITE 100		BELLINGHAM	WA	98225	3607344243	Y	N	INDEPENDENT	2	14JUL1980	26	Y	Y	Y		98	001	97	97		0	001	3	001	3	2	11	11	2010	1	001	437	4174	552	8	55	2	2007-2010	WHATCOM
502502	16	OLYMPIC PENINSULA KIDNEY CENTER	2613 WHEATON WAY		BREMERTON	WA	98310	3604795908	Y	Y	REGIONAL-OLYMPIC PENINSULA	2	16OCT1980	16	Y	Y	Y		96	001	97	97		2	001	4	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KITSAP
502503	16	PUGET SOUND KIDNEY CENTER	1005 PACIFIC AVE		EVERETT	WA	98201	4252595195	Y	Y	REGIONAL-PUGET SOUND KIDNEY CENTERS	2	15APR1981	37	Y	N	N		99	001	97	97		3	001	1	001	3	2	11	11	2010	1	001	437	4174	552	8	55	2	2007-2010	SNOHOMISH
502504	16	MID-COLUMBIA KIDNEY CENTER	6825 BURDEN BLVD STE A		PASCO	WA	99301	5095450205	Y	Y	DAVITA	1	25MAR1981	21	Y	Y	Y		100	001	97	97		0	001	22	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	FRANKLIN
502505	16	NKC LAKE WASHINGTON KIDNEY CENTER	1474 112TH AVE NE, SUITE 100		BELLEVUE	WA	98004	4254540067	Y	Y	REGIONAL-NORTHWEST KIDNEY CENTERS	2	31AUG1981	18	Y	Y	N		91	001	97	97		0	001	13	001	3	2	11	11	2010	1	001	437	4174	552	8	55	2	2007-2010	KING
502507	16	NKC SCRIBNER KIDNEY CENTER	2150 N 107TH, SUITE 160		SEATTLE	WA	98133	2063635090	Y	Y	REGIONAL-NORTHWEST KIDNEY CENTERS	2	01AUG1983	22	Y	N	N		99	001	97	97		4	001	15	001	3	2	11	11	2010	1	001	437	4174	552	8	55	2	2007-2010	KING
502508	16	NKC MT RAINIER KIDNEY CENTER	4242 EAST VALLEY HWY		RENTON	WA	98057	4252510647	Y	Y	REGIONAL-NORTHWEST KIDNEY CENTERS	2	28FEB1986	28	Y	Y	Y		99	001	97	97		1	001	14	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KING
502509	16	NKC SEATAC KIDNEY CENTER	17900 INTERNATIONAL BLVD STE 301		SEATAC	WA	98188	2069018700	Y	Y	REGIONAL-NORTHWEST KIDNEY CENTERS	2	18JUL1988	25	Y	Y	Y		98	001	97	97		1	001	12	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KING
502510	16	NKC PORT ANGELES KIDNEY CENTER	809 GEORGIANA ST		PORT ANGELES	WA	98362	3605651435	Y	Y	REGIONAL-NORTHWEST KIDNEY CENTERS	2	18JUL1988	10	Y	Y	Y		97	001	97	97		0	001	5	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	CLALLAM
502511	16	NKC ELLIOTT BAY KIDNEY CENTER	600 BROADWAY, SUITE 240		SEATTLE	WA	98122	2062922515	Y	Y	REGIONAL-NORTHWEST KIDNEY CENTERS	2	05SEP1991	18	Y	N	N		100	001	97	97		4	001	21	001	3	2	11	11	2010	1	001	437	4174	552	8	55	2	2007-2010	KING
502513	16	FEDERAL WAY COMMUNITY DIALYSIS CENTER	1015 S 348TH ST		FEDERAL WAY	WA	98003	2536619055	N	Y	DAVITA	1	15OCT1993	25	Y	Y	Y		99	001	97	97		2	001	9	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KING
502514	16	MT ADAMS KIDNEY CENTER	3220 PICARD PLACE		SUNNYSIDE	WA	98944	5098372013	Y	Y	DAVITA	1	14NOV1994	15	Y	Y	N		100	001	97	97		0	001	27	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	YAKIMA
502516	16	NKC TOTEM LAKE KIDNEY CENTER	12303 NE 130TH LN, SUITE 300		KIRKLAND	WA	98034	4258218785	Y	Y	REGIONAL-NORTHWEST KIDNEY CENTERS	2	29APR1996	15	Y	Y	N		93	001	97	97		2	001	11	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KING
502517	16	QUALICENTERS - WALLA WALLA LLC	301 W POPLAR STE 120		WALLA WALLA	WA	99362	5095225633	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	21AUG1996	16	Y	Y	Y		98	001	97	97		4	001	16	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	WALLA WALLA
502518	16	FMC COLUMBIA BASIN	510 N COLORADO, SUITE B		KENNEWICK	WA	99336	5097837196	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	07MAR1997	13	Y	Y	N		98	001	97	97		2	001	11	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	BENTON
502519	16	LAKEWOOD COMMUNITY DIALYSIS CENTER	5919 LAKEWOOD TOWNE CENTER BLVD SW  #A		LAKEWOOD	WA	98499	2535122400	Y	Y	DAVITA	1	14FEB1997	21	Y	Y	Y		99	001	97	97		2	001	10	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	PIERCE
502520	16	NKC AUBURN KIDNEY CENTER	1501 WEST VALLEY HIGHWAY N		AUBURN	WA	98001	2538048323	Y	Y	REGIONAL-NORTHWEST KIDNEY CENTERS	2	13JAN1997	24	Y	Y	N		94	001	97	97		0	001	7	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KING
502521	16	PUGET SOUND KC SOUTH	21309 44TH AVE W		MOUNTLAKE TERRACE	WA	98043	4257441095	Y	Y	REGIONAL-PUGET SOUND KIDNEY CENTERS	2	06AUG1997	27	Y	Y	Y		95	001	97	97		3	001	3	001	3	2	11	11	2010	1	001	437	4174	552	8	55	2	2007-2010	SNOHOMISH
502522	16	PNRS FT VANCOUVER	312 SE STONEMILL DR SUITE 150		VANCOUVER	WA	98684	3602542323	Y	Y	RENAL CARE GROUP INC.	1	01FEB1998	24	Y	Y	Y		96	001	97	97		1	001	3	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	CLARK
502523	16	NKC WEST SEATTLE KIDNEY CENTER	4045 DELRIDGE WAY SW, SUITE 100		SEATTLE	WA	98106	2069233562	Y	Y	REGIONAL-NORTHWEST KIDNEY CENTERS	2	21SEP1998	20	Y	N	N		96	001	97	97		2	001	15	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KING
502524	16	PNRS SALMON CREEK	9105 HIGHWAY 99  STE 102		VANCOUVER	WA	98665	3605761350	Y	Y	RENAL CARE GROUP INC.	1	23NOV1998	16	Y	N	N		100	001	97	97		0	001	4	001	3	2	11	11	2010	3	001	437	4174	552	8	55	2	2007-2010	CLARK
502525	16	OLYMPIC VIEW DIALYSIS CENTER	125 16TH AVE E, CSB-5		SEATTLE	WA	98112	2063238900	Y	Y	DAVITA	1	16FEB1999	25	Y	Y	Y		96	001	97	97		3	001	17	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KING
502526	16	KENT COMMUNITY DIALYSIS CENTER	21501 84TH AVE S		KENT	WA	98032	2538728877	Y	Y	DAVITA	1	11FEB2000	13	Y	Y	N		100	001	97	97		4	001	8	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KING
502527	16	FMC SPOKANE KIDNEY CENTER	610 S SHERMAN AVE SUITE 101		SPOKANE	WA	99202	5094731010	Y	Y	RENAL CARE GROUP INC.	1	01DEC2000	24	Y	Y	Y		100	001	97	97		1	001	9	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	SPOKANE
502528	16	FMC NORTHPOINTE DIALYSIS UNIT	9651 N NEVADA ST		SPOKANE	WA	99218	5094688606	Y	Y	RENAL CARE GROUP INC.	1	01DEC2000	24	Y	N	N		98	001	97	97		1	001	1	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	SPOKANE
502529	16	FMC MOSES LAKE DIALYSIS UNIT	1545 S PILGRIM ST		MOSES LAKE	WA	98837	5097659123	Y	Y	RENAL CARE GROUP INC.	1	01DEC2000	20	Y	N	N		100	001	97	97		2	001	9	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	GRANT
502530	16	FMC LACEY	719 SLEATER-KINNEY RD SE STE 152		OLYMPIA	WA	98503	3604593537	Y	Y	RENAL CARE GROUP INC.	1	31DEC2000	25	Y	Y	N		99	001	97	97		5	001	8	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	THURSTON
502531	16	FMC ABERDEEN	2012 INDUSTRIAL PKWY		ABERDEEN	WA	98520	3605336800	N	Y	RENAL CARE GROUP INC.	1	31DEC2000	16	Y	N	N		93	001	97	97		4	001	4	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	GRAYS HARBOR
502532	16	OLYMPIC PENINSULA KC - SOUTH KITSAP	450 S KITSAP BLVD BLDG 1, SUITE 178		PORT ORCHARD	WA	98366	3608957795	Y	Y	REGIONAL-OLYMPIC PENINSULA	2	13APR2001	11	Y	N	N		97	001	97	97		3	001	3	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KITSAP
502533	16	FMC OMAK DIALYSIS CENTER	800 JASMINE AVE SUITE 1		OMAK	WA	98841	5098268680	N	Y	RENAL CARE GROUP INC.	1	27FEB2001	11	Y	N	N		100	001	97	97		0	001	16	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	OKANOGAN
502534	16	PUYALLUP COMMUNITY DIALYSIS CENTER	716-C SOUTH HILL PARK		PUYALLUP	WA	98373	2538452127	Y	Y	DAVITA	1	21SEP2001	16	Y	Y	N		97	001	97	97		0	001	8	001	3	2	11	11	2010	3	001	437	4174	552	8	55	2	2007-2010	PIERCE
502535	16	FMC VALLEY DIALYSIS UNIT	1017 NORTH PINES RD		SPOKANE	WA	99206	5098911107	Y	Y	RENAL CARE GROUP INC.	1	01SEP2001	20	Y	N	N		95	001	97	97		2	001	9	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	SPOKANE
502536	16	NKC LAKE CITY KIDNEY CENTER	14524 BOTHELL WAY NE		LAKE FOREST PARK	WA	98155	2063650775	Y	Y	REGIONAL-NORTHWEST KIDNEY CENTERS	2	25JAN2002	13	Y	Y	N		96	001	97	97		2	001	17	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KING
502537	16	DSI SPOKANE RENAL CENTER	12610 E MIRABEAU PKWY SUITE 100		SPOKANE	WA	99216	5092289933	Y	Y	NATIONAL RENAL INSTITUTES (NRI)	1	26APR2002	10	Y	N	N		98	001	97	97		2	001	17	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	SPOKANE
502538	16	DSI NORTH SPOKANE RENAL CENTER	7407 N DIVISION SUITE F		SPOKANE	WA	99208	5094654779	Y	Y	NATIONAL RENAL INSTITUTES (NRI)	1	12APR2002	12	Y	Y	Y		100	001	97	97		1	001	16	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	SPOKANE
502539	16	FMC CHEHALIS	500 SE WASHINGTON ST		CHEHALIS	WA	98532	3607405600	N	Y	RENAL CARE GROUP INC.	1	01AUG2002	12	Y	N	N		100	001	97	97		3	001	3	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	LEWIS
502540	16	NKC SNOQUALMIE RIDGE KIDNEY CENTER	35131 SE DOUGLAS ST SUITE 113		SNOQUALMIE	WA	98065	4253967090	Y	Y	REGIONAL-NORTHWEST KIDNEY CENTERS	2	13JAN2003	9	Y	N	N		100	001	97	97		0	001	13	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KING
502541	16	YAKIMA DIALYSIS CENTER	1221 N 16TH AVE		YAKIMA	WA	98902	5094578333	Y	Y	DAVITA	1	01DEC2002	21	Y	Y	Y		89	001	97	97		0	001	12	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	YAKIMA
502542	16	BELLEVUE DIALYSIS CENTER	3535 FACTORIA BLVD SE  #150		BELLEVUE	WA	98006	4256416514	Y	Y	DAVITA	1	15MAR2004	10	Y	Y	N		94	001	97	97		6	001	19	001	3	2	11	11	2010	1	001	437	4174	552	8	55	2	2007-2010	KING
502543	16	UNION GAP DIALYSIS CENTER	1236 AHTANUM RIDGE BUSINESS PARK		UNION GAP	WA	98903	5094696292	Y	Y	DAVITA	1	08JUN2004	8	Y	Y	Y		95	001	97	97		0	001	13	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	YAKIMA
502544	16	WESTWOOD DIALYSIS CENTER	2615 SW TRENTON ST		SEATTLE	WA	98126	2069386738	Y	Y	DAVITA	1	25OCT2004	7	Y	Y	Y		96	001	97	97		0	001	7	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KING
502545	16	PUGET SOUND KIDNEY CENTER WHIDBEY ISLAND	430 SE MIDWAY BLVD		OAK HARBOR	WA	98277	3606796706	Y	Y	REGIONAL-PUGET SOUND KIDNEY CENTERS	2	01FEB2005	6	Y	N	N		87	001	97	97		3	001	3	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	ISLAND
502546	16	PUGET SOUND KIDNEY CENTER SMOKEY POINT	18828 SMOKEY POINT BLVD		ARLINGTON	WA	98223	3604545280	Y	Y	REGIONAL-PUGET SOUND KIDNEY CENTERS	2	15MAR2005	28	Y	Y	Y		95	001	97	97		2	001	2	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	SNOHOMISH
502547	16	DSI DOWNTOWN SPOKANE RENAL CENTER	601 WEST 5TH STREET STE 101		SPOKANE	WA	99204	5093630070	N	Y	NATIONAL RENAL INSTITUTES (NRI)	1	09AUG2005	12	Y	N	N		98	001	97	97		2	001	10	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	SPOKANE
502548	16	FMC SHELTON	1872 N 13TH LOOP RD		SHELTON	WA	98584	3604322601	N	Y	RENAL CARE GROUP INC.	1	10JAN2006	6	Y	N	N		100	001	97	97		13	001	0	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	MASON
502549	16	OLYMPIC PENINSULA KIDNEY CENTER - NORTH	19472 POWDER  HILL PL STE 100		POULSBO	WA	98370	3605989712	N	Y	REGIONAL-OLYMPIC PENINSULA	2	19JUN2006	8	Y	N	N		100	001	97	97		3	001	0	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KITSAP
502550	16	VANCOUVER DIALYSIS CENTER	9120 NE VANCOUVER MALL DR SUITE 160		VANCOUVER	WA	98682	3608915777	N	Y	DAVITA	1	26APR2007	12	Y	Y	N		97	001	97	97		8	001	5	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	CLARK
502551	16	TACOMA DIALYSIS CENTER	3401 S 19TH ST		TACOMA	WA	98405	2535731600	Y	Y	DAVITA	1	26SEP2007	10	Y	Y	Y		100	001	97	97		0	001	2	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	PIERCE
502552	16	ELLENSBURG DIALYSIS CENTER	2101 W DOLAR WAY RD STE 1		ELLENSBURG	WA	98926	5099252333	N	Y	DAVITA	1	18APR2008	5	Y	Y	N			199	97	97			199		199	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KITTITAS
502553	16	NKC KENT KIDNEY CENTER	25316 74TH AVE S STE 101		KENT	WA	98032	2538506810	Y	Y	REGIONAL-NORTHWEST KIDNEY CENTERS	2	16DEC2008	17	Y	Y	Y		94	001	97	97		0	001	31	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KING
502554	16	GRAHAM DIALYSIS CENTER	10219 196TH ST CT E STE C		GRAHAM	WA	98338	2538755382	N	Y	DAVITA	1	05MAR2009	8	Y	N	N		95	001	97	97		0	001	22	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	PIERCE
502555	16	OLYMPIA DIALYSIS CENTER	335 COOPER POINT RD NW		OLYMPIA	WA	98502	3603576198	Y	Y	DAVITA	1	05MAY2009	6	Y	Y	Y		92	001	97	97		5	001	5	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	THURSTON
502556	16	NKC BROADWAY KIDNEY CENTER	700 BROADWAY		SEATTLE	WA	98122	2062922705	Y	Y	REGIONAL-NORTHWEST KIDNEY CENTERS	2	05JUN2009	15	Y	N	N		91	001	97	97		0	001	14	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	KING
502557	16	FMC COLVILLE	147 GARDEN HOMES DR		COLVILLE	WA	99114	5096843979	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	22JUN2009	10	Y	N	Y		100	001	97	97		0	001	4	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	STEVENS
502558	16	FMC LEAH LAYNE DIALYSIS CENTER	530 S 1ST AVE		OTHELLO	WA	99344	5094883999	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	22JUL2009	5	Y	Y	Y		100	001	97	97		0	001	33	001	3	2	11	11	2010		199	437	4174	552	8	55	2	2007-2010	ADAMS
502559	16	CHINOOK KIDNEY CENTER	1315 AARON DR		RICHLAND	WA	99352	5099434598	N	Y	DAVITA	1	20NOV2009	19	Y	Y	Y		96	001	97	97		5	001	23	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	BENTON
502560	16	EVERETT DIALYSIS CENTER	8130 EVERGREEN WAY STE C		EVERETT	WA	98203	4253536036	N	Y	DAVITA	1	23NOV2009	21	Y	Y	Y			199	97	97			199		199	3	2	11	11	2010		199	437	4174	552	8	55	2	2007-2010	SNOHOMISH
502561	16	MILL CREEK DIALYSIS CENTER	18001 BOTHELL EVERETT HWY STE 112		BOTHELL	WA	98012	4254815258	N	Y	DAVITA	1	15DEC2009	9	Y	Y	Y			199	97	97			199		199	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	SNOHOMISH
502562	16	SEAVIEW DIALYSIS CENTER	101 18TH ST S		LONG BEACH	WA	98631	3606423442	N	Y	DAVITA	1	15DEC2009	10	Y	Y	Y			199	97	97			199		199	3	2	11	11	2010		199	437	4174	552	8	55	2	2007-2010	PACIFIC
502563	16	FMC LONGVIEW	5616 OCEAN BEACH HWY STE 260		LONGVIEW	WA	98632	3604252460	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	18DEC2009	6	Y	N	N			199	97	97			199		199	3	2	11	11	2010		199	437	4174	552	8	55	2	2007-2010	COWLITZ
502564	16	WHIDBEY ISLAND DIALYSIS CENTER	32650 STATE ROUTE 20 BLDG E		OAK HARBOR	WA	98277	3606758125	N	Y	DAVITA	1	17MAY2010	5	Y	Y	N			199	97	97			199		199	3	2	11	11	2010		199	437	4174	552	8	55	2	2007-2010	ISLAND
502565	16	OLYMPIC PENINSULA KIDNEY CENTER NORTHWEST	2500 SIMS WAY STE 102		PORT TOWNSEND	WA	98368	3603799605	N	Y	REGIONAL-OLYMPIC PENINSULA	2	23SEP2010	6	Y	Y	Y			201	97	97			201		201	3	2	11	11	2010		199	437	4174	552	8	55	2	2007-2010	JEFFERSON
502566	16	PARKLAND DIALYSIS CENTER	311 140TH ST S		TACOMA	WA	98444	2535365961	Y	Y	DAVITA	1	11OCT2011	21	Y	Y	Y			258	97	97			258		258	3	2	11	11	2010		258	437	4174	552	8	55	2	2007-2010	PIERCE
503300	16	SEATTLE CHILDRENS HOSPITAL DIALYSIS	4800 SAND POINT WAY NE A-2127		SEATTLE	WA	98105	2069873985	N	N	INDEPENDENT	2	01SEP1977	5	Y	Y	Y			199	97	97		27	001	18	001	3	2	11	11	2010	1	001	437	4174	552	8	55	2	2007-2010	KING
503505	16	SKAGIT VALLEY KIDNEY CENTER	208 HOSPITAL PARKWAY		MOUNT VERNON	WA	98274	3604288260	Y	N	INDEPENDENT	2	26DEC1992	27	Y	Y	N		89	001	97	97		3	001	18	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	SKAGIT
503507	16	GREATER PUYALLUP DIALYSIS CENTER	702 SOUTH HILL PARK DR STE 105		PUYALLUP	WA	98373	2534457520	Y	Y	REGIONAL-FRANCISCAN HEALTH SYSTEM WEST	2	18SEP2000	12	Y	N	N		100	001	97	97		3	001	31	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	PIERCE
503510	16	ST JOSEPH DIALYSIS CENTER GIG HARBOR	4700 POINT FOSDICK DR NW SUITE 101		GIG HARBOR	WA	98335	2538532965	Y	Y	REGIONAL-FRANCISCAN HEALTH SYSTEM WEST	2	29MAR2004	9	Y	N	N		100	001	97	97		0	001	18	001	3	2	11	11	2010	2	001	437	4174	552	8	55	2	2007-2010	PIERCE
503700	16	CAMP ORKILA	484 CAMP ORKILA RD		EASTSOUND	WA	98245	2069873074	N	N	INDEPENDENT	2	20JUL2010	1	Y	N	N			201	97	97			201		201	3	2	11	11	2010		201	437	4174	552	8	55	2	2007-2010	SAN JUAN
510001	05	WEST VIRGINIA UNIVERSITY HOSPITALS INC	RENAL DIALYSIS CENTER	MEDICAL CENTER DR BOX 8043	MORGANTOWN	WV	26508	3045984108	N	N	INDEPENDENT	2	23FEB2000	10	Y	Y	N			199	97	96			199		199	3	4	11	9	2010	2	001	437	4174	552	0	24	7	2007-2010	MONONGALIA
510022	05	CHARLESTON AREA MEDICAL CENTER	KIDNEY DIALYSIS UNIT	501 MORRIS ST	CHARLESTON	WV	25325	3043887577	N	N	STATE OWNED	2	01OCT1986	3	Y	N	N			201	97	96			201		201	3	4	11	9	2010	2	001	437	4174	552	0	24	7	2007-2010	KANAWHA
512502	05	BMA - MARTINSBURG	103 MARCLEY DR		MARTINSBURG	WV	25401	3042630964	Y	Y	FRESENIUS MEDICAL CARE (FMC)	1	01SEP1977	24	Y	N	Y		97	001	97	96		1	001	6	001	3	4	11	9	2010	2	001	437	4174	552	0	24	7	2007-2010	BERKELEY
