"Provider Number","Network","Facility Name","Address Line 1","Address Line 2","City","STATE","Zip","County","Phone Number","Profit or Non-Profit?","Chain Owned?","Chain Organization","Late Shift?","# of Dialysis Stations","Offers In-Center Hemodialysis","Offers In-Cener Peritoneal Dialysis","Offers Home Hemodialysis Training","Certification Date","Claims Date","Mineral and Bone Disorder Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","Hgb <10 Data Availability Code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb >12 Data Availability Code","Number of dialysis patients with Hgb data","Lists the facility’s Standardized Transfusion Ratio (FACILITY)","Lists the upper confident limit (97.5%) for Standardized Transfusion Ratio (STRr)","Lists the lower confident limit (2.5%) for Standardized Transfusion Ratio (STRr)","Patient Transfusion data availability Code","Patient transfusion category text","Lists the number of patients included in the facility’s transfusion summary (FACILITY)","Percentage of HD patients with URR>=65%","URR Data Availability Code","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V Data Availability Code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V Data Availability Code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Lists the number of heomodialysis patients included in the URR greater than or equal 65 percent summary (FACILITY)","Number of Adult HD patients with Kt/V data","Number of Adult HD patient-months with Kt/V data","Number of Adult PD patients with Kt/V data","Number of Adult PD patient-months with Kt/V data","Number of Pediatric HD patients with Kt/V data","Number of Pediatric HD patient-months with Kt/V data","Percentage of patients with arteriovenous fistulae in place","Arteriovenous fistulae in place Data Availability Code","Percentage of patients with vascular catheter in use for 90 days or longer","Vascular catheter Data Availability Code","Number of Adult patients included in arterial venous fistula and catheter summaries","Number of Adult patient-months included in arterial venous fistula and catheter summaries","Hypercalcemia Data Availability Code","Lists the number of patients included in the facility’s hypercalcemia summary (FACILITY)","Lists the number of patient-months included in the facility’s hypercalcemia summary (FACILITY)","Lists the percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL) (FACILITY)","Lists the number of patients included in the facility’s serum phosphorus summary (FACILITY)","Lists the number of patient-months included in the facility’s serum phosphorus summary (FACILITY)","Serum phosphorus Data Availability Code","Lists the percentage of Adult patients with serum phosphorus less than 3.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL (FACILITY)","SMR Date","SHR Date","SHR: Upper Confidence Limit (95%)","SMR: Upper Confidence Limit (95%)","SHR: Lower Confidence Limit (5%)","SMR: Lower Confidence Limit (5%)","Patient hospitalization category text","Patient hospitalization Data Availability Code","Patient survival category text","Patient survival Data Availability Code","Number of patients included in hospitalization summary","Number of patients included in survival summary","Standardized Hospitalization Ratio","Standardized Mortality Ratio"
"452776","14","FOURTH STREET DIALYSIS","3101 B NORTH 4TH ST","","LONGVIEW","TX","75605","GREGG","(903) 234-0112","Profit","Yes","TRC TEXAS, LP","0","13","1","0","0","2001-07-01 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","3","001","36","1.02","2.49","0.47","001","As Expected","49","97","001","92","001","","257","","254","39","53","451","0","0","0","0","58","001","8","001","56","477","001","54","517","0","61","538","001","10","37","36","9","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.26","0.99","0.4","0.43","As Expected","001","Better than Expected","001","54","236","0.7","0.67"
"452777","14","FMC - ALAMO CITY DIALYSIS","805 CAMDEN ST","","SAN ANTONIO","TX","78215","BEXAR","(210) 527-1308","Profit","Yes","FRESENIUS MEDICAL CARE","0","28","1","0","0","1998-05-06 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","3","001","1","001","69","0.77","1.69","0.39","001","As Expected","97","100","001","93","001","","257","","254","73","103","711","0","0","0","0","57","001","7","001","110","767","001","122","1071","3","127","1132","001","11","34","28","21","7","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.43","1.2","0.49","0.71","As Expected","001","As Expected","001","104","468","0.81","0.93"
"452778","14","FT BEND DIALYSIS CTR","3819 CARTWRIGHT RD","","MISSOURI CITY","TX","77459","FORT BEND","(281) 403-0749","Profit","Yes","RENAL CARE GROUP INC.","0","16","1","0","0","1998-06-10 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","12","001","0","001","33","1.72","3.91","0.84","001","As Expected","46","100","001","84","001","","257","","254","32","63","367","0","0","0","0","62","001","14","001","66","403","001","68","509","5","72","552","001","10","28","32","20","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.76","1.38","0.55","0.64","As Expected","001","As Expected","001","53","234","0.97","0.96"
"452779","14","NNA - ROUNDROCK","1499 E OLD SETTLERS BLVD","SUITE A","ROUND ROCK","TX","78664","WILLIAMSON","(512) 671-8012","Profit","Yes","NATIONAL  NEPHROLOGY ASSOCIATES","0","20","1","0","1","1998-06-22 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","11","001","0","001","47","1.24","2.88","0.59","001","As Expected","64","100","001","86","001","","257","","254","48","110","611","0","0","0","0","70","001","2","001","114","638","001","77","559","5","78","577","001","9","23","22","28","18","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.59","1.69","0.5","0.98","As Expected","001","As Expected","001","76","366","0.88","1.3"
"452780","14","HOUSTON KIDNEY CTR SOUTHWEST","9980 WEST SAM HOUSTON PKWY SOUTH","SUITE 100","HOUSTON","TX","77099","HARRIS","(281) 530-1905","Profit","Yes","DAVITA","0","24","1","0","0","1998-07-01 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","14","001","0","001","88","1.89","3.1","1.22","001","Worse than Expected","104","99","001","93","001","","257","","254","87","130","994","0","0","0","0","60","001","11","001","132","1039","001","146","1218","0","147","1238","001","12","29","38","14","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.67","1.28","0.69","0.76","As Expected","001","As Expected","001","131","571","1.05","1"
"452781","14","FMC - VILLAGE OAKS KIDNEY DISEASE CLINC","11701 TOEPPERWEIN RD","","LIVE OAK","TX","78233","BEXAR","(210) 655-4005","Profit","Yes","FRESENIUS MEDICAL CARE","0","28","1","0","0","1998-07-17 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","22","001","0","001","73","0.73","1.63","0.36","001","As Expected","111","100","001","87","001","","257","","254","78","112","770","0","0","0","0","72","001","6","001","120","823","001","135","1198","6","144","1275","001","10","30","27","21","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.35","1.18","0.45","0.74","As Expected","001","As Expected","001","126","577","0.75","0.94"
"452782","14","FMC CARIZZO SPRINGS KIDNEY DISEASE CLINIC","409 S. 7TH STREET","","CARRIZO SPRINGS","TX","78834","DIMMIT","(830) 876-3939","Profit","Yes","FRESENIUS MEDICAL CARE","0","20","1","1","0","1998-08-12 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","3","001","0","001","58","0.56","1.56","0.23","001","As Expected","77","100","001","92","001","","257","","254","59","83","612","0","0","0","0","82","001","2","001","86","646","001","92","808","3","95","843","001","6","27","30","26","11","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.27","1.5","0.43","0.88","As Expected","001","As Expected","001","87","412","0.73","1.16"
"452783","14","MONCRIEF DIALYSIS CENTER","800 WEST 34TH STREET","SUITE 101","AUSTIN","TX","78705","TRAVIS","(512) 485-7872","Profit","Yes","DAVITA","0","24","1","1","0","1998-08-26 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","2","001","63","0.67","1.68","0.3","001","As Expected","82","100","001","91","001","94","001","","254","50","89","600","26","212","0","0","65","001","5","001","89","610","001","95","895","0","96","902","001","7","25","35","20","13","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.55","1.25","0.5","0.7","As Expected","001","As Expected","001","95","439","0.85","0.95"
"452784","14","HOUSTON KIDNEY CENTER CYPRESS STATION","72 FM 1960 WEST","","HOUSTON","TX","77090","HARRIS","(281) 580-6157","Profit","Yes","DAVITA","0","35","1","1","0","1998-10-07 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","10","001","0","001","92","1.04","1.94","0.6","001","As Expected","144","100","001","94","001","95","001","","254","91","128","1008","15","94","0","0","70","001","7","001","133","1071","001","180","1542","0","190","1608","001","9","23","44","12","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.61","1.4","0.67","0.87","As Expected","001","As Expected","001","159","778","1.01","1.11"
"452785","14","WEST TYLER DIALYSIS","3600 WEST ERWIN","","TYLER","TX","75702","SMITH","(903) 526-4286","Profit","Yes","RENAL CARE GROUP INC.","0","20","1","0","0","1998-10-18 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","2","001","0","001","60","1.19","2.45","0.63","001","As Expected","76","100","001","94","001","","257","","254","67","87","766","0","0","0","0","44","001","5","001","90","809","001","94","846","7","98","880","001","9","24","26","25","15","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.18","1.37","0.39","0.75","As Expected","001","As Expected","001","88","384","0.67","1.02"
"452786","14","MISSOURI CITY DIALYSIS","1673 CARTWRIGHT ROAD","","MISSOURI CITY","TX","77459","FORT BEND","(281) 437-9700","Profit","Yes","FRESENIUS MEDICAL CARE","1","20","1","1","0","1998-11-05 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","66","1.14","2.26","0.63","001","As Expected","89","100","001","90","001","","257","","254","72","101","843","0","0","0","0","65","001","16","001","105","912","001","112","1026","7","117","1083","001","6","27","30","22","14","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.59","1.29","0.54","0.69","As Expected","001","As Expected","001","99","448","0.9","0.96"
"452787","14","SPRING DIALYSIS","607 TIMBERDALE LANE, SUITE 100","","HOUSTON","TX","77090","HARRIS","(281) 880-7066","Profit","Yes","TRC TEXAS, LP","1","18","1","1","0","1998-10-07 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","6","001","0","001","97","0.85","1.73","0.46","001","As Expected","112","100","001","93","001","96","001","","254","81","103","908","24","192","0","0","73","001","8","001","109","947","001","157","1394","2","169","1450","001","7","22","37","18","16","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.3","1.09","0.46","0.62","As Expected","001","As Expected","001","126","639","0.75","0.83"
"452788","14","SATELLITE DIALYSIS KYLE","134 ELMHURST DRIVE","","KYLE","TX","78640","HAYS","(512) 268-3100","Profit","Yes","SATELLITE HEALTHCARE","0","22","1","0","0","1998-12-10 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","10","001","0","001","61","0.65","1.68","0.28","001","As Expected","86","100","001","92","001","","257","","254","57","89","638","0","0","0","0","69","001","2","001","94","736","001","102","872","0","109","930","001","11","25","28","24","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.65","1.19","0.64","0.58","As Expected","001","As Expected","001","92","353","1.01","0.84"
"452789","14","SATELLITE HEALTHCARE MUELLER","1801 EAST 51ST STREET","BLDG G","AUSTIN","TX","78723","TRAVIS","(512) 927-0300","Profit","Yes","SATELLITE DIALYSIS","0","38","1","1","0","1999-01-15 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","17","001","0","001","121","0.61","1.19","0.34","001","As Expected","163","98","001","92","001","","257","","254","126","157","1393","0","0","0","0","56","001","6","001","169","1530","001","207","1917","1","226","2050","001","7","23","28","24","18","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.93","1.39","1.03","0.94","Worse than Expected","001","As Expected","001","178","847","1.38","1.15"
"452790","14","SATELLITE DIALYSIS METRIC","10000 METRIC BLVD","SUITE 100","AUSTIN","TX","78758","TRAVIS","(512) 977-0300","Non-Profit","No","SATELLITE HEALTHCARE","0","28","1","1","1","1999-01-22 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","18","001","0","001","100","0.46","1.2","0.2","001","As Expected","117","98","001","92","001","","201","","254","94","124","1021","0","0","0","0","56","001","8","001","128","1135","001","142","1306","1","150","1355","001","7","21","26","26","19","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.91","1.34","0.88","0.83","As Expected","001","As Expected","001","132","653","1.27","1.06"
"452791","14","DCI DIALYSIS CARE SERVICES,INC","4731 N.E. STALLINGS","","NACOGDOCHES","TX","75965","NACOGDOCHES","(936) 569-9900","Non-Profit","No","DIALYSIS CLINIC, INC.","0","21","1","1","0","1999-01-28 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","5","001","4","001","57","0.31","1.41","0.08","001","As Expected","63","100","001","95","001","","199","","199","51","64","572","4","30","1","7","52","001","3","001","66","612","001","76","684","4","76","720","001","9","31","34","20","7","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.01","1.16","0.23","0.6","As Expected","001","As Expected","001","69","317","0.47","0.85"
"452792","14","LUBBOCK DIALYSIS CENTER-REDBUD","1126 SLIDE RD.","SUITE 4-A","LUBBOCK","TX","79416","LUBBOCK","(806) 785-6285","Profit","Yes","FRESENIUS MEDICAL CARE","0","40","1","1","0","1999-02-04 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","19","001","0","001","115","0.98","1.7","0.6","001","As Expected","164","100","001","88","001","95","001","","199","104","175","1253","31","291","1","11","58","001","11","001","189","1380","001","205","1766","3","228","1873","001","11","26","28","24","11","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.46","1.81","0.69","1.32","As Expected","001","Worse than Expected","001","185","902","0.99","1.55"
"452793","14","FMC DIALYSIS SERVICES TERRELL","351 SOUTH VIRGINIA AVE, SUITE 300","","TERRELL","TX","75160","KAUFMAN","(972) 524-9990","Profit","Yes","FRESENIUS MEDICAL CARE","0","24","1","0","0","1999-01-27 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","9","001","0","001","35","0.49","1.95","0.14","001","As Expected","52","98","001","91","001","","257","","254","44","66","504","0","0","0","0","47","001","5","001","71","547","001","69","617","1","74","646","001","11","26","24","24","15","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.22","1.21","0.33","0.53","As Expected","001","As Expected","001","60","267","0.63","0.82"
"452794","14","FRESENIUS MEDICAL CARE KAUFMAN","2213 OLD KEMP HIGHWAY","","KAUFMAN","TX","75142","KAUFMAN","(972) 932-4846","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","0","0","1999-02-17 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","10","001","0","001","21","0.33","2.77","0.05","001","As Expected","34","100","001","91","001","","257","","254","21","38","268","0","0","0","0","45","001","7","001","41","294","001","42","314","6","46","337","001","9","31","18","28","13","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.21","1.37","0.23","0.54","As Expected","001","As Expected","001","40","169","0.51","0.88"
"452796","14","LOCKEHILL KIDNEY DISEASE CLINIC","10134 HUEBNER ROAD","","SAN ANTONIO","TX","78240","BEXAR","(210) 641-6000","Profit","Yes","FRESENIUS MEDICAL CARE","0","15","1","0","0","1998-12-09 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","8","001","0","001","39","0.41","1.83","0.11","001","As Expected","57","100","001","91","001","","257","","254","39","67","399","0","0","0","0","53","001","6","001","72","416","001","73","641","2","76","660","001","8","26","30","26","10","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.37","1.28","0.4","0.67","As Expected","001","As Expected","001","61","334","0.73","0.94"
"452797","14","SATELLITE DIALYSIS SOUTHWOOD","1701 W. BEN WHITE BLVD, SUITE #180","","AUSTIN","TX","78704","TRAVIS","(512) 383-0300","Profit","Yes","SATELLITE HEALTHCARE","0","36","1","0","0","1999-03-17 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","10","001","0","001","147","0.7","1.29","0.41","001","As Expected","170","98","001","94","001","","257","","254","130","164","1411","0","0","0","0","67","001","10","001","186","1718","001","206","1955","0","221","2069","001","8","23","28","26","15","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.21","1.17","0.55","0.77","As Expected","001","As Expected","001","189","867","0.8","0.96"
"452798","14","NEW BRAUNFELS DIALYSIS","900 LOOP 337","","NEW BRAUNFELS","TX","78130","COMAL","(830) 620-4652","Profit","Yes","DAVITA","0","18","1","0","0","1999-03-17 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","3","001","0","001","63","0.38","1.21","0.14","001","As Expected","90","100","001","95","001","","257","","254","67","109","756","0","0","0","0","61","001","5","001","117","821","001","106","891","0","114","948","001","14","31","41","7","7","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.41","1.19","0.53","0.71","As Expected","001","As Expected","001","98","432","0.85","0.93"
"452799","14","US RENAL CARE TARRANT DIALYSIS CENTRAL FORT WORTH","4201 E BERRY","SUITE 8","FORT WORTH","TX","76105","TARRANT","(817) 531-0326","Profit","Yes","TARRANT DIALYSIS CENTERS","0","30","1","0","0","1999-06-21 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","8","001","0","001","145","0.86","1.5","0.52","001","As Expected","155","99","001","95","001","","257","","254","142","166","1488","0","0","0","0","48","001","16","001","167","1571","001","189","1740","1","198","1795","001","11","30","30","17","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.45","1.25","0.71","0.81","As Expected","001","As Expected","001","175","824","0.99","1.01"
"452800","14","DAVITA MORGAN AVENUE","2222 MORGAN AVE #104","","CORPUS CHRISTI","TX","78405","NUECES","(361) 884-1113","Profit","Yes","NATIONAL RENAL INSTITUTES","0","20","1","1","0","1999-05-13 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","13","001","0","001","67","1.59","2.72","0.99","001","As Expected","106","99","001","94","001","","257","","254","68","111","742","0","0","0","0","67","001","15","001","113","809","001","128","1200","0","140","1268","001","12","30","40","10","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.97","1.48","0.84","0.96","As Expected","001","As Expected","001","114","580","1.26","1.2"
"452801","14","QUALITY DIALYSIS TWO, INC","4007 GREENBRIAR, SUITE E","","STAFFORD","TX","77477","FORT BEND","(281) 491-4009","Profit","Yes","INDEPENDENT","1","2","1","1","1","1999-08-04 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","17","001","0","001","65","0.96","2.22","0.46","001","As Expected","82","100","001","94","001","57","001","","254","52","79","592","11","60","0","0","62","001","16","001","83","644","001","126","1037","2","23","186","001","10","34","31","19","5","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.79","1.67","0.73","1.03","As Expected","001","Worse than Expected","001","102","484","1.13","1.32"
"452802","14","RENAL CENTER OF ORANGE, LLC","280 STRICKLAND DRIVE","","ORANGE","TX","77630","ORANGE","(409) 883-4001","Profit","Yes","RENAL VENTURES MANAGEMENT","0","13","1","1","0","1999-08-20 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","17","001","0","001","23","1.95","4.74","0.89","001","As Expected","28","100","001","95","001","","201","","254","23","27","256","0","0","0","0","72","001","3","001","29","265","001","40","391","1","40","399","001","8","26","29","20","18","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.78","1.7","0.52","0.77","As Expected","001","As Expected","001","33","176","0.93","1.17"
"452803","14","HENDERSON DIALYSIS CENTER","1002 HWY 79 NORTH","","HENDERSON","TX","75652","RUSK","(903) 655-6922","Profit","Yes","DAVITA","0","12","1","0","0","1999-08-16 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","9","001","3","001","35","1.03","3.11","0.39","001","As Expected","41","97","001","91","001","","257","","254","37","51","412","0","0","0","0","55","001","3","001","58","447","001","45","409","0","51","437","001","13","30","45","8","3","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.64","1.43","0.47","0.64","As Expected","001","As Expected","001","48","211","0.87","0.98"
"452804","14","KIDNEY TREATMENT CENTER EAST","1608  SOUTH NEW BRAUNFELS","","SAN ANTONIO","TX","78210","BEXAR","(210) 531-9693","Profit","Yes","INDEPENDENT","0","24","1","0","0","1999-08-31 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","","199","","199","7","","","","199","","20","100","001","94","001","","257","","254","12","43","156","0","0","0","0","46","001","1","001","44","171","001","39","307","1","40","318","001","11","22","27","23","17","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.52","1.74","0.49","0.8","As Expected","001","As Expected","001","22","171","1.06","1.2"
"452805","14","FMC GRANBURY","950 WHITEHEAD ROAD","","GRANBURY","TX","76048","HOOD","(817) 279-9505","Profit","Yes","FRESENIUS MEDICAL CARE","0","12","1","0","0","1999-09-15 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","17","001","0","001","35","0.87","2.65","0.33","001","As Expected","50","100","001","88","001","","257","","254","35","57","422","0","0","0","0","53","001","9","001","58","440","001","62","529","2","64","545","001","13","29","28","23","7","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.61","1.18","0.51","0.57","As Expected","001","As Expected","001","59","248","0.89","0.83"
"452806","14","TEMPLE KIDNEY CENTER","2915 SAULSBURY","","TEMPLE","TX","76504","BELL","(254) 742-1162","Profit","Yes","FRESENIUS MEDICAL CARE","0","17","1","0","0","2000-02-23 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","5","001","0","001","20","0.7","3.13","0.19","001","As Expected","29","100","001","80","001","","257","","254","26","64","316","0","0","0","0","61","001","7","001","64","323","001","37","301","0","37","314","001","10","25","29","26","11","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.92","1.9","0.62","0.88","As Expected","001","As Expected","001","33","175","1.05","1.32"
"452808","14","BIOTRONICS KIDNEY  CENTER OF ORANGE","1301 S MARTIN LUTHER KING DR","","ORANGE","TX","77630","ORANGE","(409) 886-7714","Profit","Yes","INDEPENDENT","0","9","1","0","0","2000-03-22 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","0","001","0","001","27","0.62","2.11","0.21","001","As Expected","46","100","001","88","001","","257","","254","34","42","372","0","0","0","0","68","001","13","001","49","417","201","0","0","","0","0","201","","","","","","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.62","1.38","0.53","0.68","As Expected","001","As Expected","001","51","235","0.91","0.99"
"452809","14","DSI EL PASO WEST RENAL CENTER","3100 N. STANTON","","EL PASO","TX","79902","EL PASO","(915) 532-7007","Profit","Yes","DIVERSIFIED SPECIALTY INSTITUTES (DSI)","0","16","1","0","0","2000-03-30 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","3","001","0","001","33","0.93","2.47","0.39","001","As Expected","56","100","001","97","001","","257","","254","35","46","407","0","0","0","0","64","001","8","001","49","434","001","60","582","3","70","618","001","12","29","27","21","11","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.99","1.53","0.74","0.84","As Expected","001","As Expected","001","57","319","1.2","1.15"
"452811","14","NORTH CENTRAL KIDNEY DISEASE CENTER","116 GALLERY CIRCLE #102","","SAN ANTONIO","TX","78258","BEXAR","(210) 499-4003","Profit","Yes","FRESENIUS MEDICAL CARE","0","16","1","0","0","2000-06-07 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","13","001","0","001","32","0.44","1.75","0.13","001","As Expected","59","100","001","92","001","","257","","254","40","59","405","0","0","0","0","70","001","7","001","62","428","001","76","664","3","81","705","001","11","26","29","22","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.54","1.26","0.51","0.74","As Expected","001","As Expected","001","65","366","0.88","0.98"
"452812","14","RENAL CARE GROUP, ATHENS","425 SOUTH CARROLL SUITE #3","","ATHENS","TX","75751","HENDERSON","(903) 677-8471","Profit","Yes","RENAL CARE GROUP INC.","0","20","1","1","0","2000-06-21 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","18","001","0","001","57","1.22","2.59","0.63","001","As Expected","72","97","001","90","001","","257","","254","62","88","702","0","0","0","0","58","001","2","001","93","749","001","87","719","5","93","772","001","13","27","24","23","13","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.33","1.63","0.43","0.93","As Expected","001","As Expected","001","85","373","0.74","1.25"
"452813","14","FMC DIALYSIS SERVICES VISTA DEL SOL","10420 VISTA DEL SOL, SUITE #201","","EL PASO","TX","79925","EL PASO","(915) 592-8496","Profit","Yes","FRESENIUS MEDICAL CARE","0","17","1","1","0","2000-06-06 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","15","001","0","001","48","0.67","1.95","0.27","001","As Expected","86","100","001","91","001","","201","","254","50","85","606","0","0","0","0","69","001","9","001","92","650","001","101","898","1","106","939","001","14","29","27","22","8","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.88","1.69","0.77","1.05","As Expected","001","Worse than Expected","001","98","441","1.19","1.34"
"452814","14","FMC DIALYSIS SERVICES OF MCKINNEY","1831 HARROUN","","MCKINNEY","TX","75069","COLLIN","(972) 562-0634","Profit","Yes","FRESENIUS MEDICAL CARE","0","19","1","0","0","2000-06-29 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","13","001","0","001","61","1.23","2.46","0.67","001","As Expected","86","100","001","89","001","","257","","254","64","104","737","0","0","0","0","52","001","7","001","107","788","001","110","917","3","118","980","001","9","21","27","28","16","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.07","1.11","0.92","0.64","As Expected","001","As Expected","001","97","507","1.37","0.85"
"452816","14","BROADWAY KIDNEY DISEASE CENTER","8840 TRADEWAY","","SAN ANTONIO","TX","78217","BEXAR","(210) 805-9880","Profit","Yes","FRESENIUS MEDICAL CARE","0","20","1","1","0","2000-08-16 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","18","001","0","001","39","0.19","1.59","0.03","001","As Expected","71","98","001","87","001","","257","","254","45","74","429","0","0","0","0","71","001","7","001","80","462","001","85","688","5","94","729","001","11","25","26","26","12","01/01/2010-12/31/2013","01/01/2013-12/31/2013","2.03","1.15","0.74","0.63","As Expected","001","As Expected","001","79","353","1.21","0.86"
"452817","14","HARLINGEN DIALYSIS","4302 SESAME DRIVE","","HARLINGEN","TX","78550","CAMERON","(956) 365-4103","Profit","Yes","US RENAL CARE, INC.","0","30","1","1","0","2000-09-21 00:00:00","01/01/2013-12/31/2013","01/01/2013-12/31/2013","01/01/2013-12/31/2013","8","001","0","001","120","0.54","1.09","0.3","001","As Expected","153","98","001","92","001","81","001","","254","116","146","1358","12","126","0","0","45","001","14","001","158","1431","001","183","1696","1","205","1835","001","7","33","33","16","11","01/01/2010-12/31/2013","01/01/2013-12/31/2013","1.15","1.34","0.5","0.93","As Expected","001","As Expected","001","171","844","0.74","1.12"
