"Provider Number","Network","Facility Name","Address Line 1","Address Line 2","City","STATE","Zip","County","Phone Number","Profit or Non-Profit?","Chain Owned?","Chain Organization","Late Shift?","# of Dialysis Stations","Offers In-Center Hemodialysis","Offers In-Cener Peritoneal Dialysis","Offers Home Hemodialysis Training","Certification Date","Claims Date","Mineral and Bone Disorder Date","STrR Date","Percentage of Medicare patients with Hgb<10 g/dL","Hgb <10 Data Availability Code","Percentage of Medicare patients with Hgb>12 g/dL","Hgb >12 Data Availability Code","Number of dialysis patients with Hgb data","Lists the facility’s Standardized Transfusion Ratio (FACILITY)","Lists the upper confident limit (97.5%) for Standardized Transfusion Ratio (STRr)","Lists the lower confident limit (2.5%) for Standardized Transfusion Ratio (STRr)","Patient Transfusion data availability Code","Patient transfusion category text","Lists the number of patients included in the facility’s transfusion summary (FACILITY)","Percentage of HD patients with URR>=65%","URR Data Availability Code","Percent of Adult HD patients with Kt/V >= 1.2","Adult HD Kt/V Data Availability Code","Percentage of Adult PD PTS with Kt/V >= 1.7","Adult PD Kt/V Data Availability Code","Percentage of Pediatric HD patients with Kt/V >= 1.2","Pediatric HD Kt/V Data Availability Code","Lists the number of heomodialysis patients included in the URR greater than or equal 65 percent summary (FACILITY)","Number of Adult HD patients with Kt/V data","Number of Adult HD patient-months with Kt/V data","Number of Adult PD patients with Kt/V data","Number of Adult PD patient-months with Kt/V data","Number of Pediatric HD patients with Kt/V data","Number of Pediatric HD patient-months with Kt/V data","Percentage of patients with arteriovenous fistulae in place","Arteriovenous fistulae in place Data Availability Code","Percentage of patients with vascular catheter in use for 90 days or longer","Vascular catheter Data Availability Code","Number of Adult patients included in arterial venous fistula and catheter summaries","Number of Adult patient-months included in arterial venous fistula and catheter summaries","Hypercalcemia Data Availability Code","Lists the number of patients included in the facility’s hypercalcemia summary (FACILITY)","Lists the number of patient-months included in the facility’s hypercalcemia summary (FACILITY)","Lists the percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL) (FACILITY)","Lists the number of patients included in the facility’s serum phosphorus summary (FACILITY)","Lists the number of patient-months included in the facility’s serum phosphorus summary (FACILITY)","Serum phosphorus Data Availability Code","Lists the percentage of Adult patients with serum phosphorus less than 3.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL (FACILITY)","Lists the percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL (FACILITY)","SMR Date","SHR Date","SHR: Upper Confidence Limit (95%)","SMR: Upper Confidence Limit (95%)","SHR: Lower Confidence Limit (5%)","SMR: Lower Confidence Limit (5%)","Patient hospitalization category text","Patient hospitalization Data Availability Code","Patient survival category text","Patient survival Data Availability Code","Number of patients included in hospitalization summary","Number of patients included in survival summary","Standardized Hospitalization Ratio","Standardized Mortality Ratio"
"442540","08","WHITEBRIDGE DIALYSIS","103 WHITE BRIDGE ROAD  #6","","NASHVILLE","TN","37209","DAVIDSON","(615) 352-5535","Profit","Yes","GAMBRO HEALTHCARE","0","21","1","1","1","1986-05-16 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","2","001","0","001","46","0.88","2.25","0.38","001","As Expected","65","96","001","78","001","","199","","254","47","109","499","7","42","0","0","60","001","7","001","123","612","001","59","461","1","61","470","001","12","34","29","15","10","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.9","1.25","0.67","0.69","As Expected","001","As Expected","001","70","413","1.1","0.94"
"442541","08","DCI SOUTHERN HILLS","510 RECOVERY ROAD","SUITE 100","NASHVILLE","TN","37211","DAVIDSON","(615) 832-0761","Non-Profit","No","DIALYSIS CLINIC, INC.","0","22","1","0","0","1986-06-24 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","4","001","0","001","47","1.15","2.66","0.54","001","As Expected","61","100","001","93","001","","257","","254","46","60","521","0","0","0","0","53","001","13","001","63","546","001","72","556","9","73","585","001","6","18","26","28","21","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.74","0.97","0.58","0.45","As Expected","001","Better than Expected","001","65","332","0.98","0.68"
"442549","08","MURFREESBORO DIALYSIS","1346 DOW ST.","","MURFREESBORO","TN","37130","RUTHERFORD","(615) 890-7270","Profit","Yes","GAMBRO HEALTHCARE","0","12","1","1","0","1987-01-14 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","6","001","0","001","31","1.08","3.43","0.38","001","As Expected","34","100","001","93","001","","199","","254","28","50","334","6","50","0","0","56","001","17","001","51","350","001","49","386","0","49","388","001","6","27","48","10","9","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.07","1.17","0.56","0.4","As Expected","001","As Expected","001","39","202","1.05","0.71"
"442553","08","FMC WEST KNOXVILLE","11305 STATION WEST","","KNOXVILLE","TN","37922","KNOX","(865) 966-5100","Profit","Yes","FRESENIUS MEDICAL CARE","0","13","1","0","0","1987-09-14 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","5","001","0","001","20","1.07","3.9","0.34","001","As Expected","28","100","001","86","001","","257","","254","21","33","253","0","0","0","0","45","001","8","001","34","260","001","28","231","4","28","231","001","7","27","29","22","16","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.71","1.17","0.37","0.57","As Expected","001","As Expected","001","33","222","0.77","0.83"
"442555","08","DCI CHATTANOOGA BROAD ST","3555 BROAD ST.","","CHATTANOOGA","TN","37409","HAMILTON","(423) 756-8808","Non-Profit","No","DIALYSIS CLINIC, INC.","0","16","1","0","0","1988-09-14 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","2","001","0","001","42","0.94","2.28","0.43","001","As Expected","60","100","001","91","001","","257","","254","44","67","518","0","0","0","0","46","001","20","001","72","545","001","53","433","2","57","454","001","6","23","32","27","13","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.63","1.16","0.56","0.6","As Expected","001","As Expected","001","69","303","0.93","0.85"
"442556","08","CLARKSVILLE DIALYSIS","231 HILLCREST DRIVE","","CLARKSVILLE","TN","37043","MONTGOMERY","(931) 645-9694","Profit","Yes","GAMBRO HEALTHCARE","0","14","1","1","0","1988-09-28 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","0","001","2","001","41","0.68","2.15","0.24","001","As Expected","48","100","001","94","001","","201","","254","42","59","485","0","0","0","0","58","001","13","001","60","499","001","50","386","3","51","397","001","8","34","32","19","8","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.71","1.29","0.54","0.63","As Expected","001","As Expected","001","54","240","0.95","0.92"
"442562","08","DCI PARIS","1101 KELLEY DR","","PARIS","TN","38242","HENRY","(731) 644-0763","Non-Profit","No","DIALYSIS CLINIC, INC.","0","16","1","0","0","1989-12-01 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","13","001","0","001","53","1.38","2.65","0.76","001","As Expected","64","98","001","94","001","","257","","254","54","74","617","0","0","0","0","76","001","7","001","82","675","001","55","427","2","59","445","001","6","17","28","31","18","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.46","1.26","0.5","0.73","As Expected","001","As Expected","001","70","306","0.84","0.97"
"442564","08","DCI MEDICAL CENTER","1600 HAYES ST.","MAIN FLOOR","NASHVILLE","TN","37203","DAVIDSON","(615) 327-3302","Non-Profit","No","DIALYSIS CLINIC, INC.","0","32","1","1","0","1990-10-05 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","0","001","7","001","28","0.54","2.41","0.14","001","As Expected","40","100","001","82","001","","201","","254","30","39","351","0","0","0","0","62","001","3","001","41","371","001","53","435","1","56","450","001","10","26","24","32","9","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.5","1.24","0.3","0.6","As Expected","001","As Expected","001","45","302","0.66","0.88"
"442565","08","DCI HIXSON","1816 HAMILL RD.","","HIXSON","TN","37343","HAMILTON","(423) 875-0020","Non-Profit","No","DIALYSIS CLINIC, INC.","0","12","1","0","0","1990-12-14 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","6","001","0","001","50","0.75","1.92","0.32","001","As Expected","66","96","001","93","001","","257","","254","50","64","564","0","0","0","0","56","001","27","001","65","602","001","64","521","4","67","546","001","4","21","36","22","17","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.4","1.03","0.43","0.58","As Expected","001","As Expected","001","74","352","0.76","0.78"
"442566","08","DCI DAYTON","916 MARKET ST.","","DAYTON","TN","37321","RHEA","(423) 775-3386","Non-Profit","No","DIALYSIS CLINIC, INC.","0","14","1","0","0","1990-12-14 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","7","001","0","001","30","0.85","2.7","0.3","001","As Expected","41","96","001","92","001","","257","","254","28","47","330","0","0","0","0","74","001","10","001","51","368","001","43","331","2","46","353","001","10","28","24","20","17","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.71","0.87","0.38","0.38","As Expected","001","Better than Expected","001","43","204","0.79","0.59"
"442567","08","APPALACHIAN DIALYSIS","503 ELM AVENUE","","NEW TAZEWELL","TN","37825","CLAIBORNE","(423) 626-1242","Non-Profit","No","DAVITA","0","14","1","0","0","1991-01-23 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","6","001","0","001","34","0.91","2.4","0.38","001","As Expected","46","100","001","94","001","","257","","254","39","52","442","0","0","0","0","69","001","12","001","57","470","001","44","349","2","48","361","001","9","25","25","21","20","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.54","1.41","0.45","0.8","As Expected","001","As Expected","001","52","274","0.82","1.07"
"442569","08","FMC MEMPHIS","1428 MONROE AVENUE","","MEMPHIS","TN","38104","SHELBY","(901) 272-8683","Profit","Yes","FRESENIUS MEDICAL CARE","0","33","1","0","0","1991-04-30 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","23","001","0","001","65","0.78","1.67","0.39","001","As Expected","93","99","001","93","001","","257","","254","83","125","974","0","0","0","0","68","001","9","001","128","1008","001","111","933","2","114","959","001","11","29","24","22","14","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.51","1.18","0.57","0.71","As Expected","001","As Expected","001","106","636","0.91","0.92"
"442572","08","DCI CLARKSVILLE HWY","3229 CLARKSVILLE HWY.","","NASHVILLE","TN","37218","DAVIDSON","(615) 742-3033","Non-Profit","No","DIALYSIS CLINIC, INC.","0","20","1","0","0","1993-03-19 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","9","001","9","001","22","0.84","3.04","0.26","001","As Expected","29","100","001","98","001","","257","","254","24","26","273","0","0","0","0","53","001","10","001","26","278","001","30","254","7","31","255","001","11","36","25","17","11","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.94","1.2","0.6","0.41","As Expected","001","As Expected","001","31","144","1.05","0.73"
"442573","08","MEMPHIS CENTRAL DIALYSIS","889 DR. M. L. KING JR. AVE","","MEMPHIS","TN","38126","SHELBY","(901) 525-1719","Profit","Yes","GAMBRO HEALTHCARE","0","26","1","0","0","1976-09-01 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","10","001","0","001","87","0.68","1.52","0.33","001","As Expected","95","100","001","87","001","","257","","254","91","130","1023","0","0","0","0","56","001","15","001","131","1045","001","106","896","2","109","912","001","11","34","37","11","6","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.6","1.48","0.63","0.9","As Expected","001","As Expected","001","106","586","0.98","1.16"
"442574","08","FMC ROANE COUNTY","1662 ROANE STATE HWY","","HARRIMAN","TN","37748","ROANE","(865) 717-1032","Profit","Yes","FRESENIUS MEDICAL CARE","0","10","1","0","0","1992-12-01 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","4","001","0","001","27","0.31","1.94","0.06","001","As Expected","47","97","001","80","001","","257","","254","32","48","353","0","0","0","0","58","001","15","001","60","393","001","43","351","3","48","370","001","11","28","24","22","15","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.8","0.94","0.57","0.45","As Expected","001","Better than Expected","001","58","238","0.99","0.66"
"442576","08","MEMPHIS EAST DIALYSIS","50 HUMPHREYS BLVD STE 42","","MEMPHIS","TN","38120","SHELBY","(901) 747-3901","Profit","Yes","GAMBRO HEALTHCARE","1","34","1","1","1","1993-03-22 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","16","001","0","001","136","0.78","1.44","0.45","001","As Expected","171","92","001","87","001","77","001","","254","118","187","1262","32","236","0","0","68","001","15","001","204","1492","001","165","1299","1","169","1338","001","7","28","38","17","11","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.27","1.29","0.56","0.87","As Expected","001","As Expected","001","197","981","0.82","1.06"
"442577","08","FMC KINGSPORT","2002 BROOKSIDE DRIVE SUITE 101","","KINGSPORT","TN","37660","SULLIVAN","(423) 245-6464","Profit","Yes","FRESENIUS MEDICAL CARE","0","23","1","0","0","1993-03-22 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","3","001","0","001","40","0.73","2.1","0.28","001","As Expected","59","98","001","79","001","","257","","254","40","54","445","0","0","0","0","61","001","20","001","57","482","001","57","466","3","62","485","001","7","25","31","26","11","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.83","1.15","0.68","0.69","As Expected","001","As Expected","001","70","345","1.09","0.9"
"442579","08","FMC BRADLEY","905 CLINGAN RIDGE ROAD","","CLEVELAND","TN","37312","BRADLEY","(423) 476-6166","Profit","Yes","FRESENIUS MEDICAL CARE","0","17","1","1","1","1993-04-28 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","5","001","0","001","41","1.39","2.98","0.7","001","As Expected","55","100","001","81","001","","199","","254","41","66","484","6","59","0","0","82","001","3","001","68","531","001","51","399","3","51","406","001","8","24","23","22","22","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.84","1.12","0.64","0.59","As Expected","001","As Expected","001","63","301","1.06","0.83"
"442581","08","DCI LEBANON","212 BABB DR.","","LEBANON","TN","37087","WILSON","(615) 444-7955","Non-Profit","No","DIALYSIS CLINIC, INC.","0","25","1","0","0","1993-05-12 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","6","001","0","001","49","1.18","2.71","0.55","001","As Expected","64","92","001","93","001","","257","","254","50","63","557","0","0","0","0","52","001","7","001","69","604","001","65","509","2","69","543","001","9","24","29","21","17","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.58","1.25","0.5","0.73","As Expected","001","As Expected","001","71","339","0.87","0.97"
"442583","08","VANDERBILT DIALYSIS CLINIC","1500 21ST AVE. SOUTH STE 3600","","NASHVILLE","TN","37212","DAVIDSON","(615) 343-3676","Profit","Yes","INDEPENDENT","1","30","1","1","1","1994-05-13 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","13","001","1","001","121","1.19","2.04","0.73","001","As Expected","168","92","001","78","001","74","001","","201","83","160","973","59","383","0","0","42","001","25","001","165","1009","001","144","970","10","151","981","001","8","18","23","29","22","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.47","1.16","0.66","0.76","As Expected","001","As Expected","001","200","1093","0.97","0.95"
"442586","08","DCI SHELBYVILLE","1701 N MAIN ST.","SUITE G","SHELBYVILLE","TN","37160","BEDFORD","(931) 684-3040","Non-Profit","No","DIALYSIS CLINIC, INC.","0","16","1","0","0","1994-07-08 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","7","001","0","001","44","0.66","1.9","0.26","001","As Expected","54","100","001","85","001","","257","","254","44","56","482","0","0","0","0","60","001","11","001","60","524","001","50","382","2","52","416","001","6","18","32","33","10","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.86","0.94","0.68","0.45","As Expected","001","Better than Expected","001","60","255","1.1","0.66"
"442587","08","WILLIAMSON COUNTY DIALYSIS","3983 CAROTHERS PKWY","SUITE E-4","FRANKLIN","TN","37067","WILLIAMSON","(615) 794-4423","Profit","Yes","GAMBRO HEALTHCARE","0","9","1","1","0","1994-09-09 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","14","001","5","001","22","0.44","3.65","0.07","001","As Expected","28","100","001","91","001","","199","","254","19","35","225","4","34","0","0","55","001","2","001","38","233","001","30","235","3","31","242","001","12","20","36","17","16","01/01/2009-12/31/2012","01/01/2012-12/31/2012","2.1","1.31","0.5","0.39","As Expected","001","As Expected","001","31","122","1","0.75"
"442589","08","DCI SEVIERVILLE","765 SUNRISE CIRCLE","","SEVIERVILLE","TN","37862","SEVIER","(865) 453-4068","Non-Profit","No","DIALYSIS CLINIC, INC.","0","16","1","0","0","1995-02-27 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","7","001","0","001","27","1.14","3.25","0.44","001","As Expected","46","97","001","76","001","","257","","254","31","102","408","0","0","0","0","63","001","8","001","106","446","001","33","267","3","36","281","001","2","19","26","37","15","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.48","1.25","0.31","0.61","As Expected","001","As Expected","001","53","235","0.66","0.88"
"442591","08","FMC GRACELAND","1200 FARROW STREET","","MEMPHIS","TN","38116","SHELBY","(901) 398-1163","Profit","Yes","FRESENIUS MEDICAL CARE","0","34","1","0","0","1995-10-02 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","18","001","0","001","56","1.87","3.22","1.15","001","Worse than Expected","87","100","001","88","001","","257","","254","65","106","729","0","0","0","0","56","001","20","001","111","796","001","99","796","4","102","831","001","12","30","23","24","10","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.98","1.32","0.9","0.77","As Expected","001","As Expected","001","104","565","1.31","1.02"
"442592","08","SELMER DIALYSIS","251 OAK GROVE RD.","","SELMER","TN","38375","MCNAIRY","(731) 645-4939","Profit","Yes","DAVITA","0","10","1","0","0","1996-12-03 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","10","001","0","001","29","0.54","2.74","0.12","001","As Expected","35","100","001","95","001","","257","","254","28","40","304","0","0","0","0","65","001","13","001","43","331","001","24","203","1","24","212","001","15","25","42","10","8","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.39","1.66","0.32","0.73","As Expected","001","As Expected","001","40","153","0.65","1.12"
"442593","08","FMC NORTH MEMPHIS","3850 AUSTIN PEAY  HWY","SUITE 10","MEMPHIS","TN","38128","SHELBY","(901) 388-1749","Profit","Yes","FRESENIUS MEDICAL CARE","0","25","1","1","1","1996-02-23 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","17","001","0","001","76","0.43","1.23","0.17","001","As Expected","90","97","001","91","001","","199","","254","78","103","862","5","51","0","0","55","001","21","001","109","912","001","96","783","6","102","806","001","9","30","24","24","13","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.48","1.21","0.51","0.69","As Expected","001","As Expected","001","96","488","0.84","0.92"
"442594","08","DCI SUMMIT","5653 FRIST BLVD","MEDICAL OFFICE BLDG II SUITE 334","HERMITAGE","TN","37076","DAVIDSON","(615) 889-3444","Non-Profit","No","DIALYSIS CLINIC, INC.","0","12","1","0","0","1996-02-05 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","6","001","3","001","32","0.42","2.12","0.1","001","As Expected","46","94","001","87","001","","257","","254","36","42","378","0","0","0","0","44","001","15","001","42","392","001","44","347","5","44","354","001","11","24","24","28","13","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.8","1.24","0.51","0.59","As Expected","001","As Expected","001","51","243","0.94","0.87"
"442595","08","FMC ATHENS","943 DECATUR PIKE","","ATHENS","TN","37303","MCMINN","(423) 507-9712","Profit","Yes","FRESENIUS MEDICAL CARE","0","7","1","0","0","1996-11-01 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","7","001","0","001","27","0.51","2.63","0.12","001","As Expected","38","100","001","82","001","","257","","254","30","43","343","0","0","0","0","70","001","9","001","47","382","001","34","261","8","36","281","001","7","20","26","25","22","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.94","1.5","0.44","0.62","As Expected","001","As Expected","001","44","168","0.9","0.99"
"442596","08","DCI LYERLY","2300 EAST THIRD STREET","SUITE A","CHATTANOOGA","TN","37404","HAMILTON","(423) 698-6422","Non-Profit","No","DIALYSIS CLINIC, INC.","0","26","1","0","0","1996-10-29 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","8","001","3","001","63","1.37","2.49","0.8","001","As Expected","87","96","001","88","001","","257","","254","67","98","775","0","0","0","0","51","001","16","001","104","811","001","81","680","2","84","697","001","6","18","26","27","22","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.6","1.25","0.57","0.74","As Expected","001","As Expected","001","96","477","0.93","0.97"
"442598","08","HUMBOLDT DIALYSIS","2214 OSBORNE","","HUMBOLDT","TN","38343","GIBSON","(731) 824-2742","Profit","Yes","DAVITA","0","25","1","0","0","1997-02-06 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","12","001","0","001","52","0.56","1.54","0.22","001","As Expected","66","100","001","93","001","","257","","254","59","85","682","0","0","0","0","63","001","11","001","89","735","001","61","476","2","64","494","001","12","36","35","11","7","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.58","1.52","0.6","0.85","As Expected","001","As Expected","001","75","328","0.96","1.15"
"442599","08","BROWNSVILLE DIALYSIS","380 NORTH DUPREE STREET","","BROWNSVILLE","TN","38012","HAYWOOD","(731) 772-3735","Profit","Yes","DAVITA","1","21","1","0","0","1997-01-16 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","13","001","0","001","39","0.75","2.39","0.27","001","As Expected","45","100","001","96","001","","257","","254","40","55","477","0","0","0","0","72","001","7","001","62","501","001","50","430","1","50","439","001","15","39","39","5","3","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.56","0.95","0.44","0.34","As Expected","001","Better than Expected","001","53","258","0.82","0.59"
"442600","08","NORTH JACKSON DIALYSIS","217 STERLING FARMS DR","","JACKSON","TN","38305","MADISON","(731) 664-7444","Profit","Yes","DAVITA","1","26","1","1","1","1997-02-06 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","26","001","0","001","74","1.77","2.93","1.13","001","Worse than Expected","101","100","001","92","001","85","001","","254","61","116","707","23","186","0","0","62","001","6","001","127","814","001","88","687","1","93","702","001","12","33","34","12","10","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.62","1.19","0.64","0.71","As Expected","001","As Expected","001","124","541","0.99","0.93"
"442601","08","BOLIVAR DIALYSIS","515 PECAN DR.","","BOLIVAR","TN","38008","HARDEMAN","(731) 658-3828","Profit","Yes","DAVITA","0","16","1","0","0","1997-03-06 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","4","001","0","001","54","0.56","1.6","0.22","001","As Expected","62","100","001","94","001","","257","","254","55","73","615","0","0","0","0","56","001","5","001","79","661","001","61","474","2","64","495","001","21","34","32","8","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.2","1.43","0.34","0.78","As Expected","001","As Expected","001","71","321","0.62","1.07"
"442603","08","FMC TIPTON COUNTY","2047 HIGHWAY 51 SOUTH","","COVINGTON","TN","38019","TIPTON","(901) 475-1555","Profit","Yes","FRESENIUS MEDICAL CARE","0","15","1","0","0","1997-05-07 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","8","001","0","001","24","0.54","2.77","0.12","001","As Expected","36","100","001","93","001","","257","","254","30","49","369","0","0","0","0","71","001","11","001","55","389","001","42","346","4","45","364","001","9","24","34","23","9","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.7","1.61","0.37","0.76","As Expected","001","As Expected","001","45","246","0.77","1.13"
"442604","08","TIPTON COUNTY DIALYSIS","107 TENNESSEE AVENUE","","COVINGTON","TN","38019","TIPTON","(901) 475-0410","Profit","Yes","GAMBRO HEALTHCARE","0","13","1","0","0","1997-03-26 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","0","001","0","001","22","0.75","2.99","0.22","001","As Expected","25","96","001","94","001","","257","","254","24","30","269","0","0","0","0","66","001","3","001","32","278","001","29","206","0","29","220","001","10","45","35","7","4","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.43","1.08","0.3","0.38","As Expected","001","As Expected","001","27","166","0.63","0.66"
"442605","08","DSI MEMPHIS SOUTH RENAL CTR","3960 KNIGHT ARNOLD RD","SUITE 107","MEMPHIS","TN","38118","SHELBY","(901) 365-6709","Profit","Yes","NATIONAL RENAL INSTITUTES","0","25","1","0","0","1997-07-24 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","17","001","0","001","41","1.04","2.76","0.43","001","As Expected","56","100","001","96","001","","257","","254","43","54","477","0","0","0","0","69","001","14","001","57","518","001","62","509","3","62","521","001","5","36","34","16","10","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.94","1.87","0.69","1.02","As Expected","001","Worse than Expected","001","63","331","1.14","1.4"
"442606","08","FMC WEST KINGSPORT","3600 NETHERLAND INN ROAD","","KINGSPORT","TN","37660","SULLIVAN","(423) 230-0461","Profit","Yes","FRESENIUS MEDICAL CARE","0","18","1","1","1","1997-08-08 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","0","001","0","001","34","0.96","2.54","0.4","001","As Expected","67","94","001","72","001","","199","","254","36","51","398","10","49","0","0","55","001","18","001","57","431","001","66","499","2","67","514","001","7","19","24","30","20","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.88","1.39","0.67","0.85","As Expected","001","As Expected","001","75","384","1.1","1.1"
"442607","08","CAMDEN DIALYSIS","168 A WEST MAIN STREET","","CAMDEN","TN","38320","BENTON","(731) 584-0447","Profit","Yes","DAVITA","0","13","1","0","0","1998-01-21 00:00:00","04/01/2012-03/31/2013","07/01/2012-03/31/2013","01/01/2012-12/31/2012","11","001","0","001","28","1","3.01","0.37","001","As Expected","37","100","001","93","001","","257","","254","29","39","338","0","0","0","0","69","001","6","001","41","358","001","31","245","0","32","249","001","22","34","26","8","10","01/01/2009-12/31/2012","01/01/2012-12/31/2012","1.75","1.54","0.37","0.75","As Expected","001","As Expected","001","40","181","0.78","1.1"
