provnum	network	facname	phyaddr1	phyaddr2	phycity	phystate	phyzip	phonenum	shift	chainyn	chainnam	owntype	certdate	totstas	HD	PD	homehd	PURR_F	urrg65_f	URRG65_C	urrg65_u	urrg65_s	hctrd_f	hctg33_f	HCTG33_C	hctg33_u	hctg33_s	DATEURHT	PTSURV_F	PTSURV_C	ptsurvu1	ptsurvu2	ptsurvu3	ptsurvs1	ptsurvs2	ptsurvs3	DATESMR	CNTYNAME
452859	14	JACKSONVILLE DIALYSIS CENTER	908 STATE HWY 456	SUITE 1	JACKSONVILLE	TX	75766	9035893828	N	Y	RENAL CARE GROUP INC.	1	16APR2003	16	Y	N	N	27	89	001	92	94	29	97	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	CHEROKEE
452860	14	SOUTHEAST HOUSTON DIALYSIS CENTER	7647 SOUTH FREEWAY		HOUSTON	TX	77021	7138421010	Y	N	INDEPENDENT	1	16APR2003	25	Y	Y	N	20	100	001	92	94	28	89	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	HARRIS
452861	14	FMC DIALYSIS SERVICES OF ABILENE SOUTH	2009 HOSPITAL PLACE		ABILENE	TX	79606	3257932594	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01MAY2003	26	Y	N	N	81	99	001	92	94	88	99	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	TAYLOR
452862	14	FMC MEYERLAND	10311 SOUTH POST OAK		HOUSTON	TX	77035	7132839488	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	09MAY2003	16	Y	Y	N	34	94	001	92	94	42	95	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	HARRIS
452863	14	GRAND PRAIRIE DIALYSIS CENTER INC	550 S CARRIER PARKWAY	SUITE 450	GRAND PRAIRIE	TX	75051	9722372400	N	N	INDEPENDENT	1	27MAY2003	24	Y	N	N	41	100	001	92	94	45	84	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	DALLAS
452864	14	FMC DIALYSIS SERVICES OF SOUTHWEST SAN ANTONIO	134 CAMINO DE ORO		SAN ANTONIO	TX	78224	2109329156	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	03JUN2003	20	Y	N	N	38	100	001	92	94	42	95	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	BEXAR
452865	14	FMC DIALYSIS SERVICES OF INGRAM	6945 ALAMO DOWNS PARKWAY		SAN ANTONIO	TX	78238	2105201000	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	14JUL2003	20	Y	N	N	21	100	001	92	94	23	100	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	BEXAR
452866	14	AMARILLO KIDNEY SPECIALISTS, LLC	8604 SOUTH COULTER ROAD		AMARILLO	TX	79121	8063580051	N	N	INDEPENDENT	1	22JUL2003	20	Y	Y	N	65	85	001	92	94	85	74	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	RANDALL
452867	14	RENAL CENTER OF TYLER	510  S. SW LOOP 323	SUITE 580	TYLER	TX	75702	9035960102	N	Y	REGIONAL-RENAL VENTURES	1	11AUG2003	20	Y	Y	N	50	92	001	92	94	57	96	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	SMITH
452868	14	BROOKHOLLOW DIALYSIS	4918 WEST 34TH STREET		HOUSTON	TX	77092	7136813043	N	Y	DAVITA	1	21AUG2003	12	Y	Y	N	34	94	001	92	94	54	87	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	HARRIS
452869	14	SUGAR LAND DIALYSIS	13515 SOUTHWEST FREEWAY		SUGAR LAND	TX	77478	2812405095	Y	N	INDEPENDENT	1	16OCT2003	12	Y	Y	N	28	75	001	92	94	29	48	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	FORT BEND
452870	14	USRC MID VALLEY WESLACO	1005 S. AIRPORT DRIVE		WESLACO	TX	78596	9569685806	N	Y	REGIONAL-US RENAL CARE, INC.	1	13NOV2003	25	Y	Y	N	93	63	001	92	94	96	89	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	HIDALGO
452872	14	USRC VALLEY MCALLEN	109 E TORONTO STREET, SUITE 100		MCALLEN	TX	78503	9569943374	N	Y	REGIONAL-US RENAL CARE, INC.	1	06NOV2003	22	Y	Y	N	78	54	001	92	94	82	89	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	HIDALGO
452873	14	ODESSA KIDNEY DIALYSIS CENTER	6005 EASTRIDGE ROAD		ODESSA	TX	79762	4325506012	N	N	INDEPENDENT	1	07JAN2004	12	Y	N	N	25	96	001	92	94	23	87	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	ECTOR
452875	14	DAVITA PHYSICIANS DIALYSIS NORTH HOUSTON	7115 NORTH LOOP EAST	NORTH PORT #2	HOUSTON	TX	77028	7136754794	N	Y	DAVITA	1	12JAN2004	20	Y	N	N	42	83	001	92	94	55	91	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	HARRIS
452876	14	ACRES HOME DIALYSIS CENTER LLC	7112 STUEBNER AIRLINE		HOUSTON	TX	77091	7134907382	N	N	INDEPENDENT	1	30JAN2004	20	Y	Y	Y	58	86	001	92	94	57	81	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	HARRIS
452877	14	RENAL SOLUTIONS DIALYSIS SERVICES	2756 WEST TC JESTER BLVD		HOUSTON	TX	77018	7136809056	N	N	INDEPENDENT	1	12MAR2004	10	Y	Y	Y			199	92	94			199	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	HARRIS
452879	14	CASTROVILLE DIALYSIS	1003 HIGHWAY 90 WEST		CASTROVILLE	TX	78009	8305386467	N	Y	DAVITA	1	16MAR2004	14	Y	N	N			199	92	94			199	92	93	2005		199	100	4013	174	12	320	9	2002-2005	MEDINA
452880	14	BEECHNUT DIALYSIS CENTER	8325 BEECHNUT		HOUSTON	TX	77036	7137725228	N	N	INDEPENDENT	1	25MAR2004	24	Y	Y	N	80	95	001	92	94	80	86	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	HARRIS
452881	14	CARR DIALYSIS CENTER LTD	16010 PARK VALLEY DRIVE	SUITE 100	ROUND ROCK	TX	78681	5122750100	N	Y	REGIONAL-CAPITAL DIALYSIS OF TEXAS LTD	1	08APR2004	24	Y	N	N	28	96	001	92	94	33	100	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	WILLIAMSON
452882	14	RENAL CARE GROUP  TYLER HOME DIALYSIS	3826 TROUP HIGHWAY, SUITE K		TYLER	TX	75703	9035818707	N	Y	RENAL CARE GROUP INC.	1	19APR2004	0	N	Y	N			256	92	94			199	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	SMITH
452883	14	RENAL CARE GROUP-SOUTHEAST TYLER	3826 TROUP HIGHWAY, SUITE # L		TYLER	TX	75703	9035815252	N	Y	RENAL CARE GROUP INC.	1	23APR2004	24	Y	N	N	24	92	001	92	94	34	100	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	SMITH
452884	14	DALLAS NORTH DIALYSIS CENTER	11886 GREENVILLE AVE	SUITE 100B	DALLAS	TX	75243	9729180100	N	Y	DAVITA	1	17JUN2004	12	Y	N	N	46	98	001	92	94	45	100	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	DALLAS
452885	14	TRC KILGORE DIALYSIS CENTER	209 HWY 42 NORTH		KILGORE	TX	75662	9039888200	N	Y	REGIONAL-TRC TEXAS LP	1	08JUN2004	12	Y	N	N	30	100	001	92	94	28	93	001	92	93	2005	1	001	100	4013	174	12	320	9	2002-2005	GREGG
452886	14	DAVITA PHYSICIANS DIALYSIS  SOUTH HOUSTON	5989 SOUTH LOOP EAST		HOUSTON	TX	77033	7136416130	N	Y	DAVITA	1	02JUL2004	24	Y	Y	N	33	88	001	92	94	67	78	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	HARRIS
452887	14	RENAL CENTER OF CARROLLTON	4240 INTERNATIONAL PARKWAY		CARROLLTON	TX	75007	9723068410	N	Y	REGIONAL-RENAL VENTURES	1	03AUG2004	16	Y	N	N	22	86	001	92	94	22	82	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	DENTON
452888	14	CUERO KIDNEY DIALYSIS CENTER	111 E. ALEXANDER		CUERO	TX	77954	3612755252	N	Y	GAMBRO HEALTHCARE	1	19JUL2004	12	Y	N	N	22	100	001	92	94	30	100	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	DEWITT
452889	14	CUERO LAKEVIEW KIDNEY CENTER LLC	1105 EAST BROADWAY		CUERO	TX	77954	3612758648	N	N	INDEPENDENT	1	20JUL2004	13	Y	Y	N	15	0	001	92	94	21	81	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	DEWITT
452890	14	USRC EDINBURG	4001 S. SUGAR ROAD, SUITE B		EDINBURG	TX	78539	9563838488	N	Y	REGIONAL-US RENAL CARE, INC.	1	20AUG2004	12	Y	Y	N	28	54	001	92	94	27	93	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	HIDALGO
452891	14	RENAL CARE GROUP- GILMER	1203 FM 49 - GILMER PLAZA		GILMER	TX	75644	9036802300	N	Y	RENAL CARE GROUP INC.	1	23AUG2004	16	Y	N	N	11	91	001	92	94	14	93	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	UPSHUR
452892	14	SOUTH AUSTIN DIALYSIS LLC	6114 SOUTH 1ST STREET		AUSTIN	TX	78745	5124478500	N	Y	DAVITA	1	14OCT2004	20	Y	N	N	16	100	001	92	94	19	89	001	92	93	2005		199	100	4013	174	12	320	9	2002-2005	TRAVIS
452893	14	PINECREST DIALYSIS CENTER	913 E. PINECREST DRIVE		MARSHALL	TX	75670	9039349660	N	Y	DAVITA	1	27SEP2004	13	Y	N	N	29	90	001	92	94	34	100	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	HARRISON
452894	14	OAK CLIFF DIALYSIS	2000 SOUTH LLEWELLYN		DALLAS	TX	75224	2149430011	Y	Y	DAVITA	1	11OCT2004	16	Y	N	N	65	100	001	92	94	66	98	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	DALLAS
452895	14	BANDERA ROAD DIALYSIS FACILITY	7180 BANDERA ROAD		SAN ANTONIO	TX	78238	2106821300	N	Y	REGIONAL-RENCARE LTD	1	14SEP2004	25	Y	Y	N	17	94	001	92	94	23	100	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	BEXAR
452896	14	TARRANT DIALYSIS CENTER MANSFIELD	1800 HWY 157 N.	SUITE 101	MANSFIELD	TX	76063	6825180126	N	Y	REGIONAL-TARRANT DIALYSIS CENTERS	1	15OCT2004	12	Y	N	N	19	100	001	92	94	23	78	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	TARRANT
452897	14	GILMER DIALYSIS	519 NORTH WOOD STREET		GILMER	TX	75644	9038439886	N	Y	DAVITA	1	25OCT2004	12	Y	N	N	14	100	001	92	94	20	90	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	UPSHUR
452898	14	RIVER PARK DIALYSIS	2010 SOUTH LOOP 336 WEST	SUITE 200	CONROE	TX	77304	9367603333	N	Y	DAVITA	1	20OCT2004	12	Y	Y	N	25	100	001	92	94	36	97	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	MONTGOMERY
452899	14	DOWNTOWN HOUSTON DIALYSIS CENTER	2207 CRAWFORD ST		HOUSTON	TX	77002	7136550900	N	Y	DAVITA	1	15NOV2004	16	Y	N	N	18	100	001	92	94	27	96	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	HARRIS
453300	14	COOK CHILDRENS MEDICAL CENTER DIALYSIS UNIT	801 SEVENTH AVE		FORT WORTH	TX	76104	6828853944	N	N	INDEPENDENT	2	15FEB1991	4	Y	Y	N			199	92	94			199	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	TARRANT
453301	14	DRISCOLL CHILDREN'S HOSPITAL DIALYSIS UNIT	3533 ALAMEDA	2ND FLOOR SLOAN BLDG	CORPUS CHRISTI	TX	78466	3616946800	N	N	INDEPENDENT	2	08APR2005	5	Y	Y	N			199	92	94			201	92	93	2005		199	100	4013	174	12	320	9	2002-2005	NUECES
453302	14	CHILDRENS MEDICAL CENTER DIALYSIS UNIT	1935 MOTOR ST		DALLAS	TX	75235	2144562565	N	N	INDEPENDENT	2	27JUN1985	10	Y	Y	N			199	92	94			199	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	DALLAS
453304	14	TEXAS CHILDRENS HOSPITAL DIALYSIS UNIT	6621 FANNIN MC WT8-100		HOUSTON	TX	77030	8328260850	N	N	INDEPENDENT	2	02FEB1987	14	Y	Y	Y	12	92	001	92	94	15	87	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	HARRIS
453305	14	CHRISTUS CHILDRENS KIDNEY CENTER	333 NORTH SANTA ROSA STREET		SAN ANTONIO	TX	78207	2107043705	N	N	INDEPENDENT	2	07AUG2002	8	Y	Y	N	11	91	001	92	94	14	79	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	BEXAR
453500	14	UNIVERSITY DIALYSIS WEST	701 S ZARZMORA		SAN ANTONIO	TX	78207	2103587300	N	N	STATE OWNED	2	17MAY1994	28	Y	Y	N	77	81	001	92	94	81	98	001	92	93	2005	1	001	100	4013	174	12	320	9	2002-2005	BEXAR
453501	14	SCOTT & WHITE KILLEEN DIALYSIS UNIT	3701 SCOTT & WHITE DRIVE		KILLEEN	TX	76541	2546801371	N	Y	REGIONAL-SCOTT&WHITE MEMORIAL HOSP	2	01SEP2000	18	Y	N	N	60	98	001	92	94	60	93	001	92	93	2005	1	001	100	4013	174	12	320	9	2002-2005	BELL
453502	14	SCOTT & WHITE ARTIFICAL KIDNEY UNIT	2401 SOUTH 31ST STREET		TEMPLE	TX	76508	2547242026	Y	Y	REGIONAL-SCOTT&WHITE MEMORIAL HOSP	2	01SEP2000	32	Y	Y	Y	149	97	001	92	94	164	87	001	92	93	2005	1	001	100	4013	174	12	320	9	2002-2005	BELL
453503	14	SCOTT & WHITE ROUND ROCK DIALYSIS	2120 NORTH MAYS ST	SUITE 230	ROUND ROCK	TX	78664	5122382900	N	Y	REGIONAL-SCOTT&WHITE MEMORIAL HOSP	2	01SEP2000	18	Y	N	N	52	100	001	92	94	49	90	001	92	93	2005	1	001	100	4013	174	12	320	9	2002-2005	WILLIAMSON
453504	14	UNIVERSITY DIALYSIS SOUTHEAST	1407 FAIR AVENUE		SAN ANTONIO	TX	78223	2103585780	N	N	STATE OWNED	1	12SEP2001	16	Y	N	N	55	95	001	92	94	58	97	001	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	BEXAR
453505	14	VALLEY BAPTIST RAYMONDVILLE DIALYSIS CENTER	894 FM 3168		RAYMONDVILLE	TX	78580	9566899084	N	N	INDEPENDENT	2	13SEP2002	16	Y	Y	N	40	95	001	92	94	41	98	001	92	93	2005	1	001	100	4013	174	12	320	9	2002-2005	WILLACY
453508	14	DIALYSIS SERVICES OF WEST TEXAS	500 WEST 5TH STREET		DENVER CITY	TX	79323	8065922090	N	N	INDEPENDENT	2	19AUG2004	12	Y	N	N	15	93	001	92	94			199	92	93	2005	2	001	100	4013	174	12	320	9	2002-2005	YOAKUM
460009	15	UNIVERSITY OF UTAH/IPAD	50 N MEDICAL DRIVE - ECCP RM PA 220		SALT LAKE CITY	UT	84132	8015813212	N	Y	REGIONAL-UNIV OF UTAH DIAL PRG	2	13AUG1980	4	Y	Y	N			199	92	87			199	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	SALT LAKE
460014	15	TOOELE VALLEY DIALYSIS CENTER	196 EAST 2000 NORTH STE 112		TOOELE	UT	84074	8014081430	N	Y	REGIONAL-INTERMOUNTAIN HEALTHCARE	2	25APR1990	7	Y	N	N	15	100	001	92	87	18	89	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	TOOELE
460015	15	BRIDGERLAND DIALYSIS FACILITY	1400 NORTH 500 EAST		LOGAN	UT	84341	4357165314	N	Y	REGIONAL-INTERMOUNTAIN HEALTHCARE	2	02FEB1981	9	Y	N	N	21	100	001	92	87	21	100	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	CACHE
462500	15	FARMINGTON BAY DIALYSIS CENTER	942 SOUTH MAIN STREET		LAYTON	UT	84041	8015939111	Y	Y	REGIONAL-UNIV OF UTAH DIAL PRG	2	07JUL2005	16	Y	N	N	24	79	001	92	87	17	82	001	92	90	2005		199	100	4013	174	0	21	0	2002-2005	DAVIS
462503	15	KOLFF DIALYSIS CENTER/UNIV. OF UTAH	85 NO MEDICAL DRIVE EAST, ROOM 2O1		SALT LAKE CITY	UT	84112	8015813981	Y	Y	REGIONAL-UNIV OF UTAH DIAL PRG	2	02SEP1976	13	Y	Y	Y	42	52	001	92	87	40	90	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	SALT LAKE
462504	15	UNIVERSITY OF UTAH PROVO DIALYSIS CENTER	1675 NORTH FREEDOM BOULEVARD, BLDG. 15		PROVO	UT	84604	8013730167	N	Y	REGIONAL-UNIV OF UTAH DIAL PRG	2	25MAR1977	14	Y	Y	Y	33	91	001	92	87	35	71	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	UTAH
462506	15	UINTAH BASIN DIALYSIS CENTER	384 NORTH 100 WEST (74-6)		ROOSEVELT	UT	84066	4357225056	N	Y	REGIONAL-BESSA, INC.	1	01MAY1980	10	Y	N	N	24	88	001	92	87	20	85	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	DUCHESNE
462510	15	CASTLEVIEW DIALYSIS	230 NORTH HOSPITAL DR. SUITE #1		PRICE	UT	84501	4356378696	N	Y	REGIONAL-UNIV OF UTAH DIAL PRG	2	30NOV1984	9	Y	N	N	17	94	001	92	87	18	94	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	CARBON
462511	15	DIXIE DIALYSIS CENTER	720 S RIVER RD STE D-1100		SAINT GEORGE	UT	84790	4356560857	Y	Y	REGIONAL-UNIV OF UTAH DIAL PRG	2	29AUG1997	20	Y	Y	N	88	90	001	92	87	89	96	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	WASHINGTON
462518	15	SOUTH VALLEY DIALYSIS CENTER	8750 SOUTH SANDY PARKWAY		SANDY	UT	84070	8012338745	Y	Y	REGIONAL-UNIV OF UTAH DIAL PRG	2	15OCT1981	17	Y	N	N	49	82	001	92	87	46	89	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	SALT LAKE
462519	15	BONNEVILLE DIALYSIS CENTER	5575 SOUTH 500 EAST		OGDEN	UT	84405	8014790351	Y	Y	REGIONAL-UNIV OF UTAH DIAL PRG	2	15DEC1983	33	Y	Y	N	114	88	001	92	87	139	91	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	WEBER
462520	15	WEST BOUNTIFUL DIALYSIS (DVA)	724 W 500 S #300		W BOUNTIFUL	UT	84087	8012969091	Y	Y	DAVITA	1	30APR1998	11	Y	N	Y			199	92	87	11	100	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	DAVIS
462521	15	LAKESIDE DIALYSIS CENTER	532 SOUTH 500 WEST		BOUNTIFUL	UT	84010	8012993470	N	Y	REGIONAL-UNIV OF UTAH DIAL PRG	2	22DEC1997	12	Y	N	N	33	88	001	92	87	38	92	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	DAVIS
462524	15	TIMPANOGOS DIALYSIS CENTER (DVA)	1055 N 500 W SUITE 222		PROVO	UT	84604	8013568907	N	Y	DAVITA	1	03MAR1999	0	N	Y	N			256	92	87			199	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	UTAH
462525	15	UTAH VALLEY DIALYSIS (DVA)	1055 N 500 W STE 221		PROVO	UT	84604	8013735400	N	Y	DAVITA	1	11OCT1999	25	Y	N	Y	71	94	001	92	87	75	97	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	UTAH
462527	15	MOUNTAIN VIEW DIALYSIS CENTER	224 EAST 500 SOUTH #A		VERNAL	UT	84078	4357812335	N	Y	REGIONAL-BESSA, INC.	1	24OCT2001	6	Y	N	N	11	73	001	92	87			199	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	UINTAH
462528	15	IRON MISSION DIALYSIS CENTER	1277 NORTH NORTHFIELD ROAD SUITE A-100		CEDAR CITY	UT	84720	4358678175	N	Y	REGIONAL-UNIV OF UTAH DIAL PRG	2	16APR2002	8	Y	N	N	22	91	001	92	87	23	91	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	IRON
462529	15	OQUIRRH ARTIFICIAL KIDNEY CENTER	2496 WEST 4700 SOUTH		TAYLORSVILLE	UT	84118	8014179900	N	N	INDEPENDENT	1	17JUN2002	20	Y	N	N	42	90	001	92	87	46	93	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	SALT LAKE
462530	15	WASATCH ARTIFICIAL KIDNEY CENTER	650 EAST 4500 SOUTH #150		SALT LAKE CITY	UT	84107	8017470880	Y	N	INDEPENDENT	1	07OCT2002	20	Y	Y	Y	45	82	001	92	87	57	86	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	SALT LAKE
462532	15	SOUTH MOUNTAIN DIALYSIS	10969 S. RIVERFRONT PARKWAY #100		SOUTH JORDAN	UT	84095	8012539696	Y	N	INDEPENDENT	1	24NOV2004	16	Y	N	N	17	76	001	92	87	19	89	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	SALT LAKE
463501	15	CENTRAL VALLEY DIALYSIS CENTER	880 EAST 3900 SOUTH		SALT LAKE CITY	UT	84107	8014082950	Y	Y	REGIONAL-INTERMOUNTAIN HEALTHCARE	2	19JAN1981	21	Y	Y	N	58	90	001	92	87	56	89	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	SALT LAKE
463502	15	UTAH DIALYSIS LAB	1000 S MAIN ST,  STE. #105		SALT LAKE CITY	UT	84101	8014081400	N	Y	REGIONAL-INTERMOUNTAIN HEALTHCARE	2	23JAN1980	14	Y	N	N	31	90	001	92	87	33	88	001	92	90	2005	2	001	100	4013	174	0	21	0	2002-2005	SALT LAKE
463504	15	SEVIER VALLEY DIALYSIS	1000 NORTH MAIN		RICHFIELD	UT	84701	4358930358	N	Y	REGIONAL-INTERMOUNTAIN HEALTHCARE	2	01JAN2005	7	Y	N	N	17	94	001	92	87	13	92	001	92	90	2005		199	100	4013	174	0	21	0	2002-2005	SEVIER
470003	01	FLETCHER ALLEN HEALTHCARE - MED CTR HOSP OF VT CAMPUS	REHAB BUILDING #2321	1 SOUTH PROSPECT STREET	BURLINGTON	VT	05401	8028473572	N	N	INDEPENDENT	2	31AUG1977	10	Y	Y	N	13	69	001	92	95			199	92	70	2005	3	001	100	4013	174	3	2	1	2002-2005	CHITTENDEN
472500	01	SOUTHWESTERN VERMONT RENAL CENTER	SVMC	100 HOSPITAL DRIVE	BENNINGTON	VT	05201	8024406020	Y	N	INDEPENDENT	2	08FEB2000	6	Y	N	N	35	97	001	92	95	33	85	001	92	70	2005	1	001	100	4013	174	3	2	1	2002-2005	BENNINGTON
473500	01	FLETCHER ALLEN HEALTHCARE - BARRE SATELLITE	CENTRAL VERMONT HOSPITAL / RENAL DIALYSIS UNIT	130 FISHER ROAD, FLOOR 3 / P.O.BOX 547	BARRE	VT	05641	8022257033	Y	N	INDEPENDENT	2	24SEP1991	9	Y	N	N	42	95	001	92	95	47	77	001	92	70	2005	2	001	100	4013	174	3	2	1	2002-2005	WASHINGTON
473501	01	FLETCHER ALLEN HEALTHCARE - RRMC SATELLITE	160 ALLEN STREET		RUTLAND	VT	05701	8027476239	Y	N	INDEPENDENT	2	11MAR1996	9	Y	N	N	38	97	001	92	95	50	62	001	92	70	2005	1	001	100	4013	174	3	2	1	2002-2005	RUTLAND
473502	01	FLETCHER ALLEN HEALTHCARE - ST. ALBANS SATELLITE	7 CREST ROAD, SUITE 78		SAINT ALBANS	VT	05478	8028475008	Y	N	INDEPENDENT	2	05MAY1997	9	Y	N	N	41	93	001	92	95	45	73	001	92	70	2005	2	001	100	4013	174	3	2	1	2002-2005	FRANKLIN
473503	01	FLETCHER ALLEN HEALTHCARE - CHITTENDEN COUNTY DIALYSIS	35 JOY DRIVE		SOUTH BURLINGTON	VT	05403	8028473030	Y	N	INDEPENDENT	2	01MAY2000	19	Y	Y	Y	71	99	001	92	95	77	62	001	92	70	2005	1	001	100	4013	174	3	2	1	2002-2005	CHITTENDEN
473504	01	NORTH COUNTRY DIALYSIS UNIT	189 PROUTY DRIVE		NEWPORT	VT	05855	8028475411	Y	N	INDEPENDENT	2	03APR2006	9	Y	N	N			258	92	95			258	92	70	2005		258	100	4013	174	3	2	1	2002-2005	ORLEANS
480001	03	SCHNEIDER HOSP ST THS	9048 SUGAR ESTATE		SAINT THOMAS	VI	00802	3407768311	N	N	INDEPENDENT	2	01SEP1977	8	Y	Y	N	44	89	001	92	90	45	80	001	92	80	2005	2	001	100	4013	174	0	3	0	2002-2005	SAINT THOMAS
480002	03	J LUIS HOSPITAL ST. CX	4007 EST DIAMOND RUBY		CHRISTIANSTED	VI	00820	3407786311	Y	N	INDEPENDENT	2	09JUN1995	12	Y	N	Y	50	96	001	92	90	52	90	001	92	80	2005	2	001	100	4013	174	0	3	0	2002-2005	SAINT CROIX
482500	03	HEALTH QUEST ST. CROIX	5134 SUNDIAL PARK	GALLOWS BAY	CHRISTIANSTED	VI	00820	3407733227	N	N	INDEPENDENT	1	17MAR2003	10	Y	Y	N	16	75	001	92	90	11	27	001	92	80	2005	2	001	100	4013	174	0	3	0	2002-2005	SAINT CROIX
490009	05	UNIVERSITY OF VIRGINIA HOSPITAL	RENAL SERVICES	1416 UNIVERSITY AVE 5TH FLOOR	CHARLOTTESVILLE	VA	22908	4349245590	Y	N	STATE OWNED	2	01SEP1977	38	Y	Y	Y	90	91	001	92	93	96	93	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	CHARLOTTESVILLE CITY
490032	05	VCU MEDICAL CENTER	RENAL DIALYSIS UNIT	1200 E MARSHALL ST    BOX 985904	RICHMOND	VA	23298	8048289224	Y	N	STATE OWNED	2	01AUG1977	10	Y	N	N			201	92	93			201	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	RICHMOND CITY
490067	05	SOUTHSIDE REGIONAL MEDICAL CENTER	3335 S CRATER RD		PETERSBURG	VA	23805	8048625261	N	N	INDEPENDENT	1	01AUG1977	30	Y	Y	N	127	94	001	92	93	135	81	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	PETERSBURG CITY
490098	05	COMMUNITY MEMORIAL HEALTHCENTER	125 BUENA VISTA CIR	PO BOX 90	SOUTH HILL	VA	23970	4344473151	N	N	INDEPENDENT	2	25JAN1989	11	Y	N	N	37	59	001	92	93	35	100	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	MECKLENBURG
492501	05	RENAL CARE GROUP - DANVILLE	129 BROAD ST    STE C		DANVILLE	VA	24543	4347921436	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01SEP1977	36	Y	Y	N	157	89	001	92	93	178	84	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	DANVILLE CITY
492502	05	TIDEWATER RENAL DIALYSIS CENTER	5621 TIDEWATER DR		NORFOLK	VA	23509	7575335650	N	Y	FRESENIUS MEDICAL CARE (FMC)	1	01AUG1977	24	Y	N	N	102	98	001	92	93	107	93	001	92	93	2005	2	001	100	4013	174	0	106	4	2002-2005	NORFOLK CITY
